PLAYER,AGE,POS,GP,G,A,P,P/GP,PLUSMINUS,Sh,Sh%,TOI,ixG,iSh,iCF,iFF,ixG60,iSh60,iCF60,iFF60,SF,SA,SF%,CF,CA,CF%,FF,FA,FF%,xGF,xGA,xGF%,W,L,SO,GAA,Sv%,GA60,xGA60,GSAx60,TYPE,EXPIRY,CAP HIT,CAP HIT %
Brandon Gignac,21,C,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,,0,,,0,,,0,0,0,0,-,-,-,-,-,-,-,-,Entry-Level,"UFA
No QO","714,166",0.0100
Tanner Jeannot,22,"LW, RW",0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,,0,,,0,,,0,0,0,0,-,-,-,-,-,-,-,-,Entry-Level,RFA,"713,333",0.0100
Maxime Lajoie,21,LD,6,0,0,0,0,0,3,0,7:49:00,0.05,3,5,3,0.06,3.84,6.4,3.84,17,19,47.22,40,32,55.56,25,26,49.02,2.1,0.88,70.47,-,-,-,-,-,-,-,-,Entry-Level,RFA,"710,000",0.0100
Sam Miletic,22,"LW, C",0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,,0,,,0,,,0,0,0,0,-,-,-,-,-,-,-,-,Entry-Level,RFA,"710,000",0.0090
Adin Hill,23,G,13,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,4,0,2.63,0.918,2.62,2.61,-0.01,Standard (2-way),RFA,"708,750",0.0090
Samuel Montembeault,22,G,14,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,5,5,0,3.34,0.89,3.34,2.46,-0.88,Standard (2-way),RFA,"708,750",0.0090
Bokondji Imama,22,LW,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,,0,,,0,,,0,0,0,0,-,-,-,-,-,-,-,-,Entry-Level,RFA,"706,667",0.0100
Alexandre Fortin,22,"C, LW",0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,,0,,,0,,,0,0,0,0,-,-,-,-,-,-,-,-,Entry-Level,"UFA
No QO","706,666",0.0100
Jacob Moverare,20,LD,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,,0,,,0,,,0,0,0,0,-,-,-,-,-,-,-,-,Entry-Level,RFA,"705,556",0.0090
Keegan Kolesar,22,"RW, C",1,0,0,0,0,0,1,0,12:06:00,0.02,1,1,1,0.1,4.96,4.96,4.96,4,7,36.36,7,10,41.18,6,7,46.15,0.16,0.27,37.21,-,-,-,-,-,-,-,-,Entry-Level,RFA,"702,500",0.0100
Giovanni Fiore,22,"RW, C",0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,,0,,,0,,,0,0,0,0,-,-,-,-,-,-,-,-,Entry-Level,RFA,"701,667",0.0100
Ondrej Vala,21,LD,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,,0,,,0,,,0,0,0,0,-,-,-,-,-,-,-,-,Entry-Level,RFA,"701,666",0.0100
Antti Suomela,25,C,20,1,6,7,0.35,4,18,0.06,9:41:00,1.76,18,29,24,0.54,5.57,8.98,7.43,86,102,45.74,169,199,45.92,118,143,45.21,7.25,7.68,48.56,-,-,-,-,-,-,-,-,Standard (2-way),RFA,"700,000",0.0090
Ryan Lomberg,24,"LW, C",0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,,0,,,0,,,0,0,0,0,-,-,-,-,-,-,-,-,Standard (2-way),"UFA
Group 6","700,000",0.0090
Philip Holm,27,D,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,,0,,,0,,,0,0,0,0,-,-,-,-,-,-,-,-,Standard (2-way),UFA,"700,000",0.0090
Adam Johnson,25,"C, LW",7,1,1,2,0.29,-1,5,0.2,6:41:00,0.39,5,6,5,0.5,6.4,7.68,6.4,22,22,50,35,43,44.87,28,32,46.67,1.25,1.21,50.81,-,-,-,-,-,-,-,-,Standard (2-way),"UFA
Group 6","700,000",0.0090
Jean-François Bérubé,27,G,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,0,0,0,0,Standard (2-way),UFA,"700,000",0.0090
Jaycob Megna,26,LD,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,,0,,,0,,,0,0,0,0,-,-,-,-,-,-,-,-,Standard (2-way),UFA,"700,000",0.0090
Anton Blidh,24,LW,7,0,0,0,0,-1,9,0,11:31:00,0.38,9,13,13,0.28,6.7,9.68,9.68,38,40,48.72,61,76,44.53,49,60,44.95,2,2.76,42.02,-,-,-,-,-,-,-,-,Standard (2-way),"UFA
Group 6","700,000",0.0090
Brandon Baddock,24,"LW, C",0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,,0,,,0,,,0,0,0,0,-,-,-,-,-,-,-,-,Standard (2-way),"UFA
Group 6","700,000",0.0090
Pontus Åberg,25,"RW, LW",5,0,1,1,0.2,0,4,0,8:42:00,0.15,4,5,4,0.21,5.51,6.89,5.51,16,24,40,37,48,43.53,25,38,39.68,1.04,1.78,36.88,-,-,-,-,-,-,-,-,Standard (1-way),RFA,"700,000",0.0090
Eric Comrie,23,G,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,2,0,4.29,0.864,4.28,3.51,-0.77,Standard (2-way),"UFA
Group 6","700,000",0.0090
Daniel Brickley,24,LD,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,,0,,,0,,,0,0,0,0,-,-,-,-,-,-,-,-,Standard (2-way),"UFA
Group 6","700,000",0.0090
Hubert Labrie,27,D,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,,0,,,0,,,0,0,0,0,-,-,-,-,-,-,-,-,Standard (2-way),UFA,"700,000",0.0090
Justin Kloos,25,"C, RW",0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,,0,,,0,,,0,0,0,0,-,-,-,-,-,-,-,-,Standard (2-way),"UFA
Group 6","700,000",0.0090
Daniel Walcott,25,LW,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,,0,,,0,,,0,0,0,0,-,-,-,-,-,-,-,-,Standard (2-way),"UFA
Group 6","700,000",0.0090
Maxime Lagacé,26,G,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,0,0,0,0,Standard (2-way),UFA,"700,000",0.0090
Andrew Agozzino,28,"C, LW",22,1,2,3,0.14,3,10,0.1,7:20:00,1.17,10,18,14,0.43,3.71,6.67,5.19,69,67,50.74,136,116,53.97,99,87,53.23,5.7,5.04,53.07,-,-,-,-,-,-,-,-,Standard (2-way),UFA,"700,000",0.0090
Andrew Poturalski,25,C,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,,0,,,0,,,0,0,0,0,-,-,-,-,-,-,-,-,Standard (2-way),"UFA
Group 6","700,000",0.0090
Joel Hanley,28,LD/RD,8,0,2,2,0.25,0,4,0,11:21:00,0.09,4,10,7,0.06,2.64,6.6,4.62,44,38,53.66,78,78,50,59,56,51.3,3.35,2.71,55.28,-,-,-,-,-,-,-,-,Standard (2-way),UFA,"700,000",0.0090
Jordan Schmaltz,25,RD,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,,0,,,0,,,0,0,0,0,-,-,-,-,-,-,-,-,Standard (1-way),"UFA
Group 6","700,000",0.0090
Joe Hicketts,23,LD,6,0,2,2,0.33,-5,6,0,18:16:00,0.11,6,12,8,0.06,3.28,6.57,4.38,53,50,51.46,87,101,46.28,71,76,48.3,4.34,5.72,43.14,-,-,-,-,-,-,-,-,Standard (2-way),"UFA
Group 6","700,000",0.0090
Michael Dal Colle,23,LW,53,4,6,10,0.19,-8,59,0.07,11:47:00,6.59,59,82,73,0.63,5.66,7.87,7,273,342,44.39,487,615,44.19,352,461,43.3,21.24,24.51,46.43,-,-,-,-,-,-,-,-,Standard (1-way),"UFA
No QO","700,000",0.0090
Nate Prosser,33,RD,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,,0,,,0,,,0,0,0,0,-,-,-,-,-,-,-,-,Standard (2-way),UFA,"700,000",0.0090
Spencer Martin,24,G,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,0,0,0,0,Standard (2-way),"UFA
Group 6","700,000",0.0090
Michael Sgarbossa,26,C,2,0,0,0,0,0,1,0,8:06:00,0.1,1,4,3,0.37,3.7,14.8,11.1,7,9,43.75,12,18,40,10,15,40,0.21,1.32,13.73,-,-,-,-,-,-,-,-,Standard (2-way),UFA,"700,000",0.0090
Dakota Mermis,25,LD/RD,10,1,3,4,0.4,7,17,0.06,19:13:00,0.36,17,33,19,0.11,5.31,10.3,5.93,102,116,46.79,176,219,44.56,133,159,45.55,10.83,10.05,51.87,-,-,-,-,-,-,-,-,Standard (2-way),"UFA
Group 6","700,000",0.0090
Peter Cehlárik,23,"LW, RW",3,0,1,1,0.33,-1,0,0,11:16:00,0.04,0,2,1,0.07,0,3.55,1.78,23,15,60.53,44,28,61.11,31,18,63.27,1.37,1.25,52.29,-,-,-,-,-,-,-,-,Standard (2-way),RFA,"700,000",0.0090
Gavin Bayreuther,25,LD/RD,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,,0,,,0,,,0,0,0,0,-,-,-,-,-,-,-,-,Standard (2-way),"UFA
Group 6","700,000",0.0090
Clark Bishop,23,"C, LW",5,0,1,1,0.2,-2,4,0,7:39:00,0.56,4,6,5,0.88,6.27,9.41,7.84,16,15,51.61,31,23,57.41,25,15,62.5,1.54,1.36,53.1,-,-,-,-,-,-,-,-,Standard (2-way),RFA,"700,000",0.0090
Vinni Lettieri,24,"C, RW",0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,,0,,,0,,,0,0,0,0,-,-,-,-,-,-,-,-,Standard (2-way),"UFA
Group 6","700,000",0.0090
Justin Kirkland,22,"LW, RW",0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,,0,,,0,,,0,0,0,0,-,-,-,-,-,-,-,-,Standard (2-way),RFA,"700,000",0.0090
Mark Letestu,34,"C, RW",7,0,0,0,0,0,5,0,10:35:00,0.52,5,8,8,0.42,4.04,6.47,6.47,27,42,39.13,49,91,35,39,62,38.61,1.41,3.56,28.37,-,-,-,-,-,-,-,-,Standard (2-way),UFA,"700,000",0.0090
Matt Bartkowski,31,RD,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,,0,,,0,,,0,0,0,0,-,-,-,-,-,-,-,-,Standard (2-way),UFA,"700,000",0.0090
Nolan Stevens,22,C,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,,0,,,0,,,0,0,0,0,-,-,-,-,-,-,-,-,Standard (2-way),RFA,"700,000",0.0090
Zane McIntyre,26,G,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,0,0,0,0,Standard (2-way),UFA,"700,000",0.0090
Matt Bartkowski,31,RD,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,,0,,,0,,,0,0,0,0,-,-,-,-,-,-,-,-,Standard (2-way),UFA,"700,000",0.0090
Brandon Davidson,27,LD,12,0,0,0,0,-3,17,0,12:28:00,0.7,17,35,23,0.28,6.81,14.03,9.22,81,81,50,152,158,49.03,115,116,49.78,4.93,7.12,40.9,-,-,-,-,-,-,-,-,Standard (2-way),UFA,"700,000",0.0090
Alex Belzile,27,"RW, C",0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,,0,,,0,,,0,0,0,0,-,-,-,-,-,-,-,-,Standard (2-way),UFA,"700,000",0.0080
Tyler Gaudet,26,C,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,,0,,,0,,,0,0,0,0,-,-,-,-,-,-,-,-,Standard (2-way),UFA,"700,000",0.0090
Matt Tomkins,25,G,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,0,0,0,0,Standard (2-way),UFA,"700,000",0.0090
Mario Kempe,30,"C, LW",0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,,0,,,0,,,0,0,0,0,-,-,-,-,-,-,-,-,Standard (2-way),UFA,"700,000",0.0090
Laurent Dauphin,24,C,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,,0,,,0,,,0,0,0,0,-,-,-,-,-,-,-,-,Standard (2-way),"UFA
Group 6","700,000",0.0090
Thomas DiPauli,25,"C, LW",2,0,0,0,0,-3,2,0,5:59:00,0.04,2,3,3,0.2,10.02,15.04,15.04,7,9,43.75,12,15,44.44,9,11,45,0.71,0.92,43.56,-,-,-,-,-,-,-,-,Standard (2-way),"UFA
Group 6","700,000",0.0090
Jake Dotchin,25,RD,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,,0,,,0,,,0,0,0,0,-,-,-,-,-,-,-,-,Standard (2-way),"UFA
No QO","700,000",0.0090
Josh Teves,24,LD,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,,0,,,0,,,0,0,0,0,-,-,-,-,-,-,-,-,Standard (2-way),"UFA
Group 6","700,000",0.0090
T.J. Tynan,27,C,16,0,1,1,0.06,-1,7,0,8:28:00,0.5,7,13,10,0.22,3.1,5.75,4.43,64,58,52.46,112,123,47.66,79,81,49.38,3.81,4.54,45.63,-,-,-,-,-,-,-,-,Standard (2-way),UFA,"700,000",0.0090
Trevor Carrick,24,LD,3,0,0,0,0,0,1,0,5:47:00,0.07,1,3,2,0.24,3.45,10.36,6.91,5,5,50,14,14,50,10,11,47.62,0.52,0.74,41.27,-,-,-,-,-,-,-,-,Standard (2-way),"UFA
Group 6","700,000",0.0090
Seth Griffith,26,"RW, C",0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,,0,,,0,,,0,0,0,0,-,-,-,-,-,-,-,-,Standard (2-way),UFA,"700,000",0.0090
Maxim Letunov,23,C,3,1,0,1,0.33,0,3,0.33,9:04:00,0.55,3,4,4,1.21,6.61,8.81,8.81,15,9,62.5,31,25,55.36,23,14,62.16,1.51,0.56,72.95,-,-,-,-,-,-,-,-,Standard (2-way),RFA,"700,000",0.0090
Tobias Rieder,26,"RW, LW",55,4,6,10,0.18,-12,77,0.05,11:05:00,10.54,77,129,109,1.04,7.58,12.7,10.73,277,370,42.81,527,696,43.09,399,520,43.42,24.01,30.52,44.03,-,-,-,-,-,-,-,-,Standard (2-way),UFA,"700,000",0.0090
Derek Grant,29,"C, RW",56,15,10,25,0.45,1,94,0.16,13:54:00,13.74,94,152,128,1.06,7.24,11.71,9.86,324,476,40.5,582,894,39.43,454,673,40.28,34.06,43.67,43.82,-,-,-,-,-,-,-,-,Standard (1-way),UFA,"700,000",0.0090
Curtis Lazar,24,"C, RW",38,5,5,10,0.26,-3,33,0.15,11:49:00,5.27,33,60,52,0.7,4.4,8.01,6.94,164,239,40.69,290,451,39.14,230,342,40.21,15.07,23.74,38.83,-,-,-,-,-,-,-,-,Standard (1-way),RFA,"700,000",0.0090
Joseph Blandisi,24,C,21,2,3,5,0.24,-3,12,0.17,8:12:00,1.23,12,21,16,0.43,4.18,7.31,5.57,64,93,40.76,106,161,39.7,79,121,39.5,4.24,5.71,42.61,-,-,-,-,-,-,-,-,Standard (2-way),RFA,"700,000",0.0090
Liam O'Brien,24,"LW, C",0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,,0,,,0,,,0,0,0,0,-,-,-,-,-,-,-,-,Standard (2-way),"UFA
Group 6","700,000",0.0090
Shane Gersich,22,"C, LW",0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,,0,,,0,,,0,0,0,0,-,-,-,-,-,-,-,-,Standard (2-way),RFA,"700,000",0.0090
Cameron Gaunce,29,LD,3,1,3,4,1.33,2,5,0.2,11:52:00,0.15,5,7,6,0.25,8.43,11.8,10.11,18,14,56.25,29,27,51.79,24,20,54.55,1.83,1,64.66,-,-,-,-,-,-,-,-,Standard (2-way),UFA,"700,000",0.0090
Roland McKeown,23,RD,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,,0,,,0,,,0,0,0,0,-,-,-,-,-,-,-,-,Standard (2-way),RFA,"700,000",0.0090
Kevin Czuczman,28,LD,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,,0,,,0,,,0,0,0,0,-,-,-,-,-,-,-,-,Standard (2-way),UFA,"700,000",0.0090
Reece Scarlett,26,RD,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,,0,,,0,,,0,0,0,0,-,-,-,-,-,-,-,-,Standard (2-way),UFA,"700,000",0.0090
Cory Conacher,29,LW,4,0,1,1,0.25,-2,5,0,11:05:00,0.66,5,11,8,0.89,6.76,14.88,10.82,27,22,55.1,52,39,57.14,41,29,58.57,2.5,1.94,56.31,-,-,-,-,-,-,-,-,Standard (1-way),UFA,"700,000",0.0090
Ilya Kovalchuk,36,"LW, RW",46,10,16,26,0.57,-4,115,0.09,16:57:00,12.17,115,186,149,0.93,8.83,14.29,11.44,462,335,57.97,804,609,56.9,619,454,57.69,41.72,28.61,59.32,-,-,-,-,-,-,-,-,35+ (2-way),UFA,"700,000",0.0090
Sam Carrick,27,"RW, C",9,1,1,2,0.22,-3,16,0.06,13:46:00,0.99,16,26,23,0.48,7.75,12.59,11.14,65,47,58.04,117,93,55.71,91,67,57.59,4.86,4.2,53.64,-,-,-,-,-,-,-,-,Standard (1-way),UFA,"700,000",0.0090
Riley Barber,25,RW,9,0,0,0,0,-1,6,0,8:15:00,0.54,6,11,7,0.44,4.84,8.88,5.65,40,32,55.56,72,69,51.06,55,48,53.4,3.38,2.52,57.19,-,-,-,-,-,-,-,-,Standard (2-way),"UFA
Group 6","700,000",0.0090
Brett Lernout,23,RD,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,,0,,,0,,,0,0,0,0,-,-,-,-,-,-,-,-,Standard (2-way),"UFA
No QO","700,000",0.0090
Carter Verhaeghe,23,"LW, C",52,9,4,13,0.25,-9,57,0.16,9:21:00,6.33,57,97,81,0.78,7.03,11.96,9.98,273,250,52.2,503,396,55.95,387,316,55.05,22.55,17.13,56.83,-,-,-,-,-,-,-,-,Standard (2-way),"UFA
No QO","700,000",0.0090
Cristoval Nieves,25,"C, LW",4,0,0,0,0,2,2,0,7:31:00,0.12,2,7,4,0.24,3.98,13.94,7.97,8,15,34.78,18,31,36.72,12,23,34.29,0.54,1.15,31.76,-,-,-,-,-,-,-,-,Standard (1-way),"UFA
Group 6","700,000",0.0090
Xavier Ouellet,25,LD/RD,12,0,2,2,0.17,0,8,0,13:53:00,0.34,8,28,15,0.12,2.88,10.08,5.4,69,84,45.1,141,147,48.96,100,110,47.62,6.02,6.73,47.22,-,-,-,-,-,-,-,-,Standard (2-way),RFA,"700,000",0.0090
Michael Amadio,23,"C, RW",68,6,10,16,0.24,-11,99,0.06,13:01:00,10.9,99,164,122,0.74,6.71,11.12,8.27,537,406,56.95,967,717,57.42,741,559,57,47.89,34.08,58.42,-,-,-,-,-,-,-,-,Standard (2-way),"UFA
No QO","700,000",0.0090
Julian Melchiori,27,LD,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,,0,,,0,,,0,0,0,0,-,-,-,-,-,-,-,-,Standard (2-way),UFA,"700,000",0.0090
Doyle Somerby,24,LD,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,,0,,,0,,,0,0,0,0,-,-,-,-,-,-,-,-,Standard (2-way),"UFA
Group 6","700,000",0.0090
Matt Tennyson,29,RD,20,0,3,3,0.15,-2,14,0,12:08:00,0.61,14,26,21,0.15,3.46,6.42,5.19,119,133,47.22,199,233,46.06,162,182,47.09,8.61,8.65,49.91,-,-,-,-,-,-,-,-,Standard (2-way),UFA,"700,000",0.0090
Gemel Smith,25,C,3,1,0,1,0.33,0,1,1,9:10:00,0.28,1,1,1,0.61,2.18,2.18,2.18,11,23,32.35,15,38,28.3,13,30,30.23,1.12,1.8,38.57,-,-,-,-,-,-,-,-,Standard (2-way),RFA,"700,000",0.0090
Chris Wideman,29,RD,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,,0,,,0,,,0,0,0,0,-,-,-,-,-,-,-,-,Standard (2-way),UFA,"700,000",0.0090
Fredrik Claesson,26,LD,5,1,1,2,0.4,1,1,1,14:29:00,0.04,1,2,1,0.03,0.83,1.66,0.83,33,44,42.86,54,77,41.22,43,59,42.16,3.75,3.14,54.43,-,-,-,-,-,-,-,-,Standard (2-way),UFA,"700,000",0.0090
Kevin Gravel,27,LD,3,0,0,0,0,0,2,0,11:05:00,0.03,2,3,2,0.05,3.61,5.41,3.61,14,17,45.16,24,29,45.28,17,20,45.95,0.99,1.05,48.53,-,-,-,-,-,-,-,-,Standard (1-way),UFA,"700,000",0.0090
Andreas Borgman,24,LD,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,,0,,,0,,,0,0,0,0,-,-,-,-,-,-,-,-,Standard (2-way),"UFA
Group 6","700,000",0.0090
C.J. Seuss,25,LW,1,0,0,0,0,-1,0,0,6:26:00,0.02,0,1,1,0.19,0,9.33,9.33,0,8,0,2,13,13.33,1,12,7.69,0.02,0.44,4.34,-,-,-,-,-,-,-,-,Standard (2-way),RFA,"700,000",0.0090
Rinat Valiev,24,LD,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,,0,,,0,,,0,0,0,0,-,-,-,-,-,-,-,-,Standard (2-way),"UFA
Group 6","700,000",0.0090
Jean-Sébastien Dea,25,C,3,0,0,0,0,0,0,0,7:38:00,0.01,0,1,1,0.03,0,2.62,2.62,8,11,42.11,13,17,43.33,10,14,41.67,0.35,0.81,30.17,-,-,-,-,-,-,-,-,Standard (1-way),UFA,"700,000",0.0090
Chris Bigras,24,RD,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,,0,,,0,,,0,0,0,0,-,-,-,-,-,-,-,-,Standard (2-way),"UFA
Group 6","700,000",0.0090
Brad Malone,30,"C, LW",0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,,0,,,0,,,0,0,0,0,-,-,-,-,-,-,-,-,Standard (2-way),UFA,"700,000",0.0090
Dylan Gambrell,22,C,50,5,6,11,0.22,-8,43,0.12,11:57:00,4.98,43,85,63,0.5,4.32,8.52,6.33,247,308,44.5,483,586,45.18,349,441,44.18,19.97,28.02,41.61,-,-,-,-,-,-,-,-,Standard (2-way),RFA,"700,000",0.0090
Hunter Warner,23,RD,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,,0,,,0,,,0,0,0,0,-,-,-,-,-,-,-,-,Standard (2-way),"UFA
No QO","700,000",0.0090
Jason Spezza,36,"C, RW",58,9,16,25,0.43,-3,73,0.12,10:49:00,7.86,73,132,99,0.75,6.97,12.61,9.46,330,299,52.46,619,525,54.11,464,397,53.89,29.08,22.53,56.35,-,-,-,-,-,-,-,-,35+ (1-way),UFA,"700,000",0.0090
Alex Lintuniemi,23,RD,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,,0,,,0,,,0,0,0,0,-,-,-,-,-,-,-,-,Standard (2-way),RFA,"700,000",0.0090
Steven Fogarty,26,"C, RW",7,0,0,0,0,-1,2,0,5:53:00,0.11,2,4,3,0.16,2.92,5.84,4.38,12,13,48,30,37,44.78,17,23,42.5,0.73,1.24,37.06,-,-,-,-,-,-,-,-,Standard (2-way),UFA,"700,000",0.0090
Andreas Englund,23,LD,24,0,3,3,0.13,-8,10,0,10:54:00,0.36,10,23,13,0.08,2.29,5.27,2.98,104,143,42.11,194,255,43.21,141,191,42.47,9.36,13.81,40.42,-,-,-,-,-,-,-,-,Standard (2-way),"UFA
No QO","700,000",0.0090
Michael Stone,29,RD,33,2,5,7,0.21,-5,57,0.04,16:19:00,1.52,57,110,78,0.17,6.35,12.25,8.69,246,322,43.31,446,610,42.23,329,460,41.7,19.68,30.11,39.53,-,-,-,-,-,-,-,-,Standard (1-way),UFA,"700,000",0.0090
Taylor Leier,25,LW,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,,0,,,0,,,0,0,0,0,-,-,-,-,-,-,-,-,Standard (2-way),"UFA
Group 6","700,000",0.0090
Joseph Gambardella,25,LW,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,,0,,,0,,,0,0,0,0,-,-,-,-,-,-,-,-,Standard (2-way),UFA,"700,000",0.0090
Ryan Fitzgerald,24,"C, RW",0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,,0,,,0,,,0,0,0,0,-,-,-,-,-,-,-,-,Standard (2-way),"UFA
Group 6","700,000",0.0090
Joel Lowry,27,LW,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,,0,,,0,,,0,0,0,0,-,-,-,-,-,-,-,-,Standard (2-way),UFA,"700,000",0.0090
Michael McCarron,24,"RW, C",0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,,0,,,0,,,0,0,0,0,-,-,-,-,-,-,-,-,Standard (2-way),"UFA
Group 6","700,000",0.0090
Adam Clendening,26,RD,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,,0,,,0,,,0,0,0,0,-,-,-,-,-,-,-,-,Standard (2-way),UFA,"700,000",0.0090
Tyler Graovac,26,C,8,2,0,2,0.25,-2,5,0.4,6:15:00,0.73,5,9,6,0.87,5.99,10.78,7.19,14,21,40,37,38,49.33,23,29,44.23,1.53,1.65,48.11,-,-,-,-,-,-,-,-,Standard (2-way),UFA,"700,000",0.0090
Derrick Pouliot,25,LD,2,0,0,0,0,-1,1,0,8:20:00,0.01,1,3,1,0.04,3.6,10.8,3.6,6,4,60,14,7,66.67,8,5,61.54,0.44,0.24,64.7,-,-,-,-,-,-,-,-,Standard (2-way),"UFA
No QO","700,000",0.0090
Nicolas Aubé-Kubel,23,RW,36,7,8,15,0.42,1,48,0.15,11:17:00,5.15,48,88,68,0.76,7.09,12.99,10.03,203,180,53,358,342,51.14,276,233,54.22,16.72,13.46,55.4,-,-,-,-,-,-,-,-,Standard (2-way),RFA,"700,000",0.0090
Dylan McIlrath,27,RD,16,0,0,0,0,-4,14,0,14:49:00,0.44,14,33,21,0.11,3.54,8.35,5.31,83,153,35.17,155,253,37.99,113,205,35.53,5.57,15.04,27.03,-,-,-,-,-,-,-,-,Standard (2-way),UFA,"700,000",0.0090
Patrick Brown,27,"C, RW",1,1,0,1,1,0,2,0.5,10:04:00,0.36,2,3,2,2.14,11.92,17.87,11.92,5,2,71.43,7,5,58.33,6,3,66.67,0.9,0.23,79.65,-,-,-,-,-,-,-,-,Standard (2-way),UFA,"700,000",0.0090
Chris Mueller,33,C,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,,0,,,0,,,0,0,0,0,-,-,-,-,-,-,-,-,Standard (2-way),UFA,"700,000",0.0090
Alex Petrovic,27,RD,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,,0,,,0,,,0,0,0,0,-,-,-,-,-,-,-,-,Standard (2-way),UFA,"700,000",0.0090
Kyle Rau,26,"LW, C",0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,,0,,,0,,,0,0,0,0,-,-,-,-,-,-,-,-,Standard (2-way),UFA,"700,000",0.0090
