PLAYER,AGE,POS,GP,G,A,P,P/GP,PLUSMINUS,Sh,Sh%,TOI,ixG,iSh,iCF,iFF,ixG60,iSh60,iCF60,iFF60,SF,SA,SF%,CF,CA,CF%,FF,FA,FF%,xGF,xGA,xGF%,W,L,SO,GAA,Sv%,GA60,xGA60,GSAx60,TYPE,EXPIRY,CAP HIT,CAP HIT %
Ben Bishop,32,G,44,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,21,16,2,2.5,0.92,2.5,2.61,0.11,Standard (1-way),UFA,"4,916,667",0.0670
Charlie McAvoy,21,RD,67,5,27,32,0.48,24,101,0.05,23:09:00,6.13,101,220,152,0.24,3.9,8.51,5.88,816,766,51.58,1452,1403,50.86,1125,1058,51.53,69.95,60.89,53.46,-,-,-,-,-,-,-,-,Standard (1-way),RFA,"4,900,000",0.0600
Alexander Wennberg,24,C,57,5,17,22,0.39,-5,72,0.07,16:40:00,6.5,72,111,94,0.41,4.54,7,5.93,507,447,53.14,823,812,50.34,649,613,51.43,40.82,39.65,50.72,-,-,-,-,-,-,-,-,Standard (1-way),UFA,"4,900,000",0.0650
Alex Galchenyuk,25,"LW, C, RW",59,8,16,24,0.41,-5,86,0.09,12:17:00,9.3,86,141,110,0.77,7.11,11.66,9.09,383,348,52.39,684,620,52.45,503,457,52.4,32.32,27.46,54.06,-,-,-,-,-,-,-,-,Standard (1-way),UFA,"4,900,000",0.0650
Michael Matheson,25,LD,59,8,12,20,0.34,-1,104,0.08,18:02:00,5.38,104,216,149,0.3,5.87,12.2,8.41,542,590,47.88,962,1056,47.67,718,796,47.42,42.02,51.44,44.96,-,-,-,-,-,-,-,-,Standard (1-way),UFA,"4,875,000",0.0650
Sami Vatanen,28,LD/RD,47,5,18,23,0.49,-12,95,0.05,21:45:00,3.78,95,200,132,0.22,5.58,11.74,7.75,543,487,52.72,978,915,51.66,745,688,51.99,51.64,48.31,51.67,-,-,-,-,-,-,-,-,Standard (1-way),UFA,"4,875,000",0.0680
Marián Gáborík,37,RW,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,,0,,,0,,,0,0,0,0,-,-,-,-,-,-,-,-,Standard (1-way),UFA,"4,875,000",0.0760
Elias Lindholm,24,"C, RW",70,29,25,54,0.77,-8,169,0.17,19:43:00,17.98,169,271,215,0.78,7.35,11.78,9.34,760,739,50.7,1390,1301,51.65,1059,1004,51.33,75.28,74.92,50.12,-,-,-,-,-,-,-,-,Standard (1-way),UFA,"4,850,000",0.0610
Justin Faulk,27,RD,69,5,11,16,0.23,-3,147,0.03,20:34:00,6.92,147,262,187,0.28,6.22,11.08,7.91,724,697,50.95,1258,1231,50.54,949,934,50.4,62.95,56.46,52.72,-,-,-,-,-,-,-,-,Standard (1-way),UFA,"4,833,333",0.0750
Martin Hanzal,32,C,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,,0,,,0,,,0,0,0,0,-,-,-,-,-,-,-,-,Standard (1-way),UFA,"4,750,000",0.0630
Alex Tuch,23,"RW, LW",42,8,9,17,0.4,-10,98,0.08,14:37:00,9.58,99,170,140,0.94,9.67,16.61,13.68,331,246,57.37,653,455,58.94,475,342,58.14,28.03,23.2,54.71,-,-,-,-,-,-,-,-,Standard (1-way),UFA,"4,750,000",0.0600
Craig Anderson,38,G,34,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,11,17,0,3.25,0.902,3.25,2.88,-0.37,35+ (1-way),UFA,"4,750,000",0.0630
Vincent Trocheck,25,"C, RW",62,11,27,38,0.61,-8,141,0.08,16:43:00,13.57,141,238,190,0.79,8.16,13.77,11,601,491,55.04,1067,848,55.72,795,639,55.44,51.97,45.88,53.11,-,-,-,-,-,-,-,-,Standard (1-way),UFA,"4,750,000",0.0650
Colin White,22,"RW, C",61,7,16,23,0.38,-12,83,0.08,15:42:00,9.47,83,151,116,0.59,5.2,9.46,7.27,518,482,51.8,993,857,53.68,744,666,52.77,50.53,42.59,54.26,-,-,-,-,-,-,-,-,Standard (1-way),UFA,"4,750,000",0.0580
Carl Söderberg,33,"C, LW",70,17,18,35,0.5,6,135,0.13,15:53:00,15.64,135,219,180,0.84,7.28,11.81,9.71,572,575,49.87,1008,1042,49.17,778,796,49.43,53.25,51.15,51.01,-,-,-,-,-,-,-,-,Standard (1-way),UFA,"4,750,000",0.0650
TJ Brodie,29,LD/RD,64,4,15,19,0.3,7,65,0.06,20:27:00,2.87,65,165,97,0.13,2.98,7.56,4.45,628,687,47.76,1235,1226,50.18,905,938,49.1,62.29,59.77,51.03,-,-,-,-,-,-,-,-,Standard (1-way),UFA,"4,650,400",0.0670
Clarke MacArthur,34,LW,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,,0,,,0,,,0,0,0,0,-,-,-,-,-,-,-,-,Standard (1-way),UFA,"4,650,000",0.0670
