PLAYER,AGE,POS,GP,G,A,P,P/GP,PLUSMINUS,Sh,Sh%,TOI,ixG,iSh,iCF,iFF,ixG60,iSh60,iCF60,iFF60,SF,SA,SF%,CF,CA,CF%,FF,FA,FF%,xGF,xGA,xGF%,W,L,SO,GAA,Sv%,GA60,xGA60,GSAx60,TYPE,EXPIRY,CAP HIT,CAP HIT %
Adam Huska,23,G,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,0,0,0,0,Entry-Level,RFA,"925,000",0.0120
Ilya Samsonov,23,G,19,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,13,4,2,2.69,0.902,2.69,2.3,-0.39,Entry-Level,RFA,"925,000",0.0120
Joseph Cecconi,23,RD,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,,0,,,0,,,0,0,0,0,-,-,-,-,-,-,-,-,Entry-Level,RFA,"925,000",0.0120
Brayden Burke,23,LW,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,,0,,,0,,,0,0,0,0,-,-,-,-,-,-,-,-,Entry-Level,RFA,"925,000",0.0120
Spencer Knight,19,G,4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,4,0,0,2.33,0.919,2.31,1.87,-0.45,Entry-Level,RFA,"925,000",0.0110
Patrick Khodorenko,21,C,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,,0,,,0,,,0,0,0,0,-,-,-,-,-,-,-,-,Entry-Level,RFA,"925,000",0.0110
Kaiden Guhle,18,LD,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,,0,,,0,,,0,0,0,0,-,-,-,-,-,-,-,-,Entry-Level,RFA,"925,000",0.0110
Jackson Cates,22,C,4,0,1,1,0.25,-3,7,0,10:36:00,1,7,8,7,1.42,9.91,11.32,9.91,20,18,52.63,33,39,45.83,24,29,45.28,2.12,1.48,58.89,-,-,-,-,-,-,-,-,Entry-Level,RFA,"925,000",0.0110
Patrick Harper,21,C,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,,0,,,0,,,0,0,0,0,-,-,-,-,-,-,-,-,Entry-Level,RFA,"925,000",0.0110
Johannes Kinnvall,22,RD,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,,0,,,0,,,0,0,0,0,-,-,-,-,-,-,-,-,Entry-Level,"UFA
No QO","925,000",0.0110
Scott Perunovich,21,LD,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,,0,,,0,,,0,0,0,0,-,-,-,-,-,-,-,-,Entry-Level,RFA,"925,000",0.0110
Artem Zub,24,RD,47,3,11,14,0.3,4,39,0.08,18:22:00,1.43,36,80,51,0.1,2.56,5.7,3.63,348,444,43.94,658,828,44.28,497,611,44.86,28.84,38.89,42.58,-,-,-,-,-,-,-,-,Entry-Level,RFA,"925,000",0.0110
Tyler Madden,20,C,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,,0,,,0,,,0,0,0,0,-,-,-,-,-,-,-,-,Entry-Level,RFA,"925,000",0.0110
Vitali Kravtsov,20,RW,20,2,2,4,0.2,-6,23,0.09,12:23:00,1.72,23,42,31,0.42,5.58,10.19,7.53,109,118,48.02,182,227,44.5,144,170,45.86,7.54,10.82,41.07,-,-,-,-,-,-,-,-,Entry-Level,RFA,"925,000",0.0120
Jacob Christiansen,20,LD/RD,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,,0,,,0,,,0,0,0,0,-,-,-,-,-,-,-,-,Entry-Level,RFA,"925,000",0.0110
Arttu Ruotsalainen,22,"C, LW",17,5,1,6,0.35,-9,28,0.18,13:58:00,2.36,28,46,35,0.6,7.07,11.61,8.84,116,161,41.88,209,248,45.73,154,210,42.31,7.91,11.14,41.52,-,-,-,-,-,-,-,-,Entry-Level,RFA,"925,000",0.0120
Barclay Goodrow,27,"LW, C, RW",55,6,14,20,0.36,16,72,0.08,15:07:00,8.27,72,104,90,0.6,5.19,7.5,6.49,416,414,50.12,687,731,48.45,547,555,49.64,35.68,37.28,48.9,-,-,-,-,-,-,-,-,Standard (1-way),UFA,"925,000",0.0120
Andrei Svechnikov,20,"LW, RW",55,15,27,42,0.76,1,147,0.1,17:32:00,19.86,147,288,202,1.24,9.14,17.91,12.56,619,419,59.63,1186,730,61.9,867,567,60.46,71.45,43.55,62.13,-,-,-,-,-,-,-,-,Entry-Level,RFA,"925,000",0.0120
Tye Felhaber,21,C,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,,0,,,0,,,0,0,0,0,-,-,-,-,-,-,-,-,Entry-Level,RFA,"925,000",0.0120
Dennis Gilbert,23,LD,3,0,0,0,0,0,0,0,6:43:00,0,0,1,0,0,0,2.98,0,8,10,44.44,13,20,39.39,10,14,41.67,0.77,0.62,55.4,-,-,-,-,-,-,-,-,Entry-Level,RFA,"925,000",0.0120
Jesper Boqvist,21,"C, LW, RW",28,4,3,7,0.25,-5,34,0.12,11:09:00,3.83,34,63,52,0.74,6.53,12.1,9.99,130,159,44.98,252,293,46.24,188,227,45.3,10.61,14.81,41.74,-,-,-,-,-,-,-,-,Entry-Level,RFA,"925,000",0.0120
Jesperi Kotkaniemi,19,"C, LW",56,5,15,20,0.36,-1,87,0.06,14:47:00,8.53,86,156,110,0.63,6.34,11.5,8.11,429,302,58.69,855,589,59.21,606,443,57.77,36.07,28.25,56.08,-,-,-,-,-,-,-,-,Entry-Level,RFA,"925,000",0.0120
Joshua Dunne,21,C,6,0,0,0,0,-1,7,0,10:23:00,0.55,7,10,8,0.53,6.74,9.63,7.7,28,24,53.85,45,54,45.45,34,35,49.28,1.93,1.57,55.14,-,-,-,-,-,-,-,-,Entry-Level,RFA,"925,000",0.0110
Pius Suter,24,"C, LW",55,14,13,27,0.49,-5,112,0.13,16:20:00,14.02,112,156,133,0.94,7.49,10.43,8.89,474,463,50.59,787,795,49.75,579,603,48.98,41.04,39.68,50.84,-,-,-,-,-,-,-,-,Entry-Level,"UFA
No QO","925,000",0.0110
Tim Stützle,18,"LW, C",53,12,17,29,0.55,-18,111,0.11,15:44:00,10.54,111,187,144,0.77,8.15,13.73,10.58,438,425,50.75,813,711,53.35,604,566,51.62,42.9,39,52.38,-,-,-,-,-,-,-,-,Entry-Level,RFA,"925,000",0.0110
Morgan Barron,21,C,5,1,0,1,0.2,-1,3,0.33,13:41:00,0.09,3,7,4,0.08,2.63,6.14,3.51,21,38,35.59,34,67,33.65,26,56,31.71,1.01,3.53,22.25,-,-,-,-,-,-,-,-,Entry-Level,RFA,"925,000",0.0110
John Leonard,21,"LW, RW",44,3,10,13,0.3,-7,60,0.05,11:14:00,5.3,60,104,87,0.64,7.27,12.59,10.53,231,223,50.88,418,418,50,319,300,51.53,19.3,17.93,51.85,-,-,-,-,-,-,-,-,Entry-Level,RFA,"925,000",0.0110
Shane Pinto,19,C,12,1,6,7,0.58,6,11,0.09,12:31:00,1.33,11,29,19,0.59,4.84,12.76,8.36,49,74,39.84,108,141,43.37,77,100,43.5,6.9,5.74,54.59,-,-,-,-,-,-,-,-,Entry-Level,RFA,"925,000",0.0110
Cameron Morrison,21,C,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,,0,,,0,,,0,0,0,0,-,-,-,-,-,-,-,-,Entry-Level,RFA,"925,000",0.0110
Jacob Christiansen,20,LD/RD,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,,0,,,0,,,0,0,0,0,-,-,-,-,-,-,-,-,Entry-Level,RFA,"925,000",0.0110
Shane Bowers,20,C,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,,0,,,0,,,0,0,0,0,-,-,-,-,-,-,-,-,Entry-Level,RFA,"925,000",0.0120
Alexander Yelesin,24,RD,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,,0,,,0,,,0,0,0,0,-,-,-,-,-,-,-,-,Entry-Level,RFA,"925,000",0.0120
Ryan Lindgren,22,LD,51,1,15,16,0.31,20,65,0.02,19:59:00,2.93,65,129,89,0.17,3.83,7.6,5.24,434,490,46.97,785,947,45.32,587,706,45.4,41.96,44.29,48.65,-,-,-,-,-,-,-,-,Entry-Level,RFA,"925,000",0.0120
Lukas Craggs,24,LW,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,,0,,,0,,,0,0,0,0,-,-,-,-,-,-,-,-,Entry-Level,"UFA
No QO","925,000",0.0120
Josh Dickinson,22,C,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,,0,,,0,,,0,0,0,0,-,-,-,-,-,-,-,-,Entry-Level,"UFA
No QO","925,000",0.0120
Isac Lundeström,20,"C, LW",41,6,3,9,0.22,-9,52,0.12,15:14:00,5.22,52,88,72,0.5,4.99,8.44,6.91,248,303,45.01,456,541,45.74,347,412,45.72,21.8,30.23,41.9,-,-,-,-,-,-,-,-,Entry-Level,RFA,"925,000",0.0120
Adam Beckman,19,LW,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,,0,,,0,,,0,0,0,0,-,-,-,-,-,-,-,-,Entry-Level,RFA,"925,000",0.0110
Mattias Samuelsson,20,LD,12,0,2,2,0.17,-8,10,0,18:01:00,0.17,10,20,12,0.05,2.77,5.55,3.33,97,161,37.6,147,261,36.03,121,220,35.47,7.82,12.58,38.33,-,-,-,-,-,-,-,-,Entry-Level,RFA,"925,000",0.0110
Jack Rathbone,21,LD,8,1,2,3,0.38,1,17,0.06,15:30:00,0.37,8,10,9,0.42,9.11,11.4,10.26,34,31,52.31,55,63,46.61,44,45,49.44,3.56,2.92,54.94,-,-,-,-,-,-,-,-,Entry-Level,RFA,"925,000",0.0110
Quinton Byfield,17,C,6,0,1,1,0.17,1,9,0,15:00:00,1.12,9,12,11,0.75,6,8,7.33,40,37,51.95,67,75,47.18,50,60,45.45,2.69,2.91,48.04,-,-,-,-,-,-,-,-,Entry-Level,RFA,"925,000",0.0110
Jack Ahcan,23,LD,3,0,0,0,0,-3,5,0,20:38:00,0.19,4,6,6,0.28,6.1,9.16,9.16,23,19,54.76,38,35,52.05,31,30,50.82,1.34,1.85,42.01,-,-,-,-,-,-,-,-,Entry-Level,RFA,"925,000",0.0110
David Farrance,21,LD,2,0,0,0,0,3,3,0,18:07:00,0.11,3,4,3,0.18,4.97,6.62,4.97,21,20,51.22,33,34,49.25,28,25,52.83,2.24,1.01,68.92,-,-,-,-,-,-,-,-,Entry-Level,RFA,"925,000",0.0110
Ridly Greig,17,LW,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,,0,,,0,,,0,0,0,0,-,-,-,-,-,-,-,-,Entry-Level,RFA,"925,000",0.0110
Alexei Melnichuk,22,G,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,1,0,5.08,0.864,4.25,2.71,-1.54,Entry-Level,RFA,"925,000",0.0110
Reilly Walsh,21,RD,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,,0,,,0,,,0,0,0,0,-,-,-,-,-,-,-,-,Entry-Level,RFA,"925,000",0.0110
Brandon Biro,22,LW,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,,0,,,0,,,0,0,0,0,-,-,-,-,-,-,-,-,Entry-Level,RFA,"925,000",0.0110
Dylan Samberg,21,LD,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,,0,,,0,,,0,0,0,0,-,-,-,-,-,-,-,-,Entry-Level,RFA,"925,000",0.0110
Dante Fabbro,22,RD,40,2,10,12,0.3,-1,59,0.03,19:18:00,1.46,59,101,74,0.11,4.58,7.84,5.75,378,416,47.61,657,716,47.85,532,533,49.95,29.7,32,48.14,-,-,-,-,-,-,-,-,Entry-Level,RFA,"925,000",0.0120
Ryan Poehling,21,"C, LW",0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,,0,,,0,,,0,0,0,0,-,-,-,-,-,-,-,-,Entry-Level,RFA,"925,000",0.0120
Emil Bemström,21,"C, RW",20,3,2,5,0.25,2,28,0.11,12:51:00,3.14,28,54,42,0.73,6.53,12.6,9.8,121,107,53.07,231,206,52.86,173,151,53.4,8.9,6.37,58.28,-,-,-,-,-,-,-,-,Entry-Level,RFA,"925,000",0.0120
Jeremy Davies,23,LD,16,0,1,1,0.06,3,19,0,15:02:00,1,19,35,25,0.25,4.74,8.73,6.23,103,129,44.4,200,194,50.76,152,154,49.67,9.35,11.32,45.23,-,-,-,-,-,-,-,-,Entry-Level,RFA,"925,000",0.0120
Michael Anderson,21,LD,54,1,10,11,0.2,0,52,0.02,21:10:00,1.55,50,105,71,0.08,2.73,5.73,3.88,460,572,44.57,812,1028,44.13,619,790,43.93,38.06,51.92,42.3,-,-,-,-,-,-,-,-,Entry-Level,RFA,"925,000",0.0120
Cooper Marody,23,"C, RW",0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,,0,,,0,,,0,0,0,0,-,-,-,-,-,-,-,-,Entry-Level,RFA,"925,000",0.0120
Rhett Gardner,24,"C, LW",28,1,1,2,0.07,-9,23,0.04,9:57:00,2.2,23,52,39,0.47,4.95,11.18,8.39,104,129,44.64,206,245,45.68,152,187,44.84,7.37,9.03,44.91,-,-,-,-,-,-,-,-,Entry-Level,RFA,"925,000",0.0120
Andrew Peeke,22,RD,11,0,3,3,0.27,-4,5,0,17:09:00,0.28,5,13,9,0.09,1.59,4.13,2.86,87,104,45.55,149,198,42.94,121,144,45.66,7.27,9.69,42.87,-,-,-,-,-,-,-,-,Entry-Level,RFA,"916,667",0.0120
Quinn Hughes,20,LD,56,3,38,41,0.73,-24,98,0.03,22:48:00,4.51,89,212,128,0.24,4.65,11.07,6.68,628,531,54.18,1231,915,57.36,892,703,55.92,58.88,56.29,51.12,-,-,-,-,-,-,-,-,Entry-Level,RFA,"916,667",0.0120
Gaëtan Haas,28,C,34,2,1,3,0.09,-6,24,0.08,11:20:00,2.34,22,47,32,0.38,3.54,7.56,5.15,112,175,39.02,228,378,37.61,157,249,38.67,8.76,16.12,35.21,-,-,-,-,-,-,-,-,Standard (1-way),UFA,"915,000",0.0110
Mike Hardman,21,"LW, RW",8,1,2,3,0.38,0,5,0.2,10:59:00,1.02,5,10,8,0.7,3.41,6.83,5.46,32,52,38.1,52,90,36.61,41,74,35.65,2.79,5.38,34.15,-,-,-,-,-,-,-,-,Entry-Level,RFA,"912,500",0.0110
Tyce Thompson,20,RW,7,0,1,1,0.14,-3,4,0,8:43:00,0.34,4,6,5,0.33,3.93,5.9,4.91,19,25,43.18,51,42,54.84,39,31,55.71,2.06,2.6,44.33,-,-,-,-,-,-,-,-,Entry-Level,RFA,"912,500",0.0110
Anatoly Golyshev,25,"LW, RW",0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,,0,,,0,,,0,0,0,0,-,-,-,-,-,-,-,-,Entry-Level,RFA,"910,392",0.0110
Alex Newhook,19,C,6,0,3,3,0.5,5,8,0,13:40:00,0.54,3,11,8,0.63,3.48,12.78,9.28,29,16,64.44,60,31,65.93,45,25,64.29,3.38,1.55,68.56,-,-,-,-,-,-,-,-,Entry-Level,RFA,"908,333",0.0110
Mathias Emilio Pettersen,20,C,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,,0,,,0,,,0,0,0,0,-,-,-,-,-,-,-,-,Entry-Level,RFA,"903,333",0.0110
Yan Kuznetsov,18,LD,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,,0,,,0,,,0,0,0,0,-,-,-,-,-,-,-,-,Entry-Level,RFA,"900,833",0.0110
Mackenzie MacEachern,26,"LW, RW",21,1,1,2,0.1,3,25,0.04,9:42:00,1.85,25,28,26,0.57,7.89,8.84,8.21,91,75,54.82,148,155,48.84,114,119,48.93,6.1,7.57,44.62,-,-,-,-,-,-,-,-,Standard (1-way),UFA,"900,000",0.0110
Jimmy Vesey,27,"LW, RW",50,5,5,10,0.2,-14,58,0.09,12:42:00,5.47,49,82,70,0.6,5.36,8.97,7.66,217,296,42.3,401,536,42.8,307,399,43.48,19.04,26.04,42.24,-,-,-,-,-,-,-,-,Standard (1-way),UFA,"900,000",0.0110
Christian Wolanin,25,LD,18,0,3,3,0.17,-6,16,0,13:16:00,0.63,16,32,21,0.16,4.01,8.03,5.28,127,124,50.6,246,220,52.79,184,172,51.69,11.16,11.61,49.01,-,-,-,-,-,-,-,-,Standard (1-way),"UFA
Group 6","900,000",0.0110
Patrick Maroon,32,"LW, RW",55,4,14,18,0.33,2,46,0.09,11:35:00,5.17,46,68,58,0.49,4.33,6.4,5.46,285,268,51.54,528,494,51.66,399,373,51.68,27.46,22.75,54.69,-,-,-,-,-,-,-,-,Standard (1-way),UFA,"900,000",0.0110
Mason Appleton,24,RW,56,12,13,25,0.45,11,88,0.14,14:24:00,9.26,84,136,115,0.72,6.5,10.52,8.9,360,369,49.38,656,730,47.33,497,539,47.97,30.21,32.47,48.19,-,-,-,-,-,-,-,-,Standard (1-way),RFA,"900,000",0.0110
Ozzy Wiesblatt,18,RW,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,,0,,,0,,,0,0,0,0,-,-,-,-,-,-,-,-,Entry-Level,RFA,"897,500",0.0100
Eetu Luostarinen,21,C,44,3,5,8,0.18,-11,34,0.09,13:08:00,3.79,34,63,48,0.39,3.53,6.54,4.98,241,337,41.7,415,568,42.22,321,452,41.53,18.59,28.85,39.19,-,-,-,-,-,-,-,-,Entry-Level,RFA,"897,500",0.0110
Jake Neighbours,18,LW,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,,0,,,0,,,0,0,0,0,-,-,-,-,-,-,-,-,Entry-Level,RFA,"897,500",0.0100
Alexandre Texier,20,"LW, C, RW",49,4,11,15,0.31,-13,75,0.05,15:50:00,5.68,75,141,104,0.44,5.8,10.9,8.03,362,427,45.88,646,753,46.18,493,575,46.16,27.16,41.1,39.79,-,-,-,-,-,-,-,-,Entry-Level,RFA,"897,500",0.0120
Jakob Pelletier,19,LW,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,,0,,,0,,,0,0,0,0,-,-,-,-,-,-,-,-,Entry-Level,RFA,"894,167",0.0110
Tobias Björnfot,19,LD,33,1,5,6,0.18,-3,30,0.03,16:50:00,0.87,28,51,39,0.1,3.24,5.9,4.51,228,273,45.51,404,534,43.07,300,410,42.25,17.53,24.72,41.49,-,-,-,-,-,-,-,-,Entry-Level,RFA,"894,167",0.0110
Ryan Suzuki,19,C,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,,0,,,0,,,0,0,0,0,-,-,-,-,-,-,-,-,Entry-Level,RFA,"894,167",0.0110
Samuel Poulin,19,"LW, RW",0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,,0,,,0,,,0,0,0,0,-,-,-,-,-,-,-,-,Entry-Level,RFA,"894,167",0.0110
Oliver Wahlstrom,20,"RW, C",44,12,9,21,0.48,2,94,0.13,12:23:00,8.82,94,179,130,0.97,10.35,19.71,14.31,275,208,56.94,506,410,55.24,380,293,56.46,26.98,17.07,61.25,-,-,-,-,-,-,-,-,Entry-Level,RFA,"894,167",0.0110
Lassi Thomson,19,RD,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,,0,,,0,,,0,0,0,0,-,-,-,-,-,-,-,-,Entry-Level,RFA,"894,167",0.0110
Rasmus Sandin,20,LD/RD,9,0,4,4,0.44,6,9,0,14:39:00,0.44,9,14,11,0.2,4.09,6.37,5,77,55,58.33,123,95,56.42,100,76,56.82,7.46,4.71,61.3,-,-,-,-,-,-,-,-,Entry-Level,RFA,"894,167",0.0120
Simon Holmström,19,RW,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,,0,,,0,,,0,0,0,0,-,-,-,-,-,-,-,-,Entry-Level,RFA,"894,167",0.0110
Thomas Harley,18,LD,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,,0,,,0,,,0,0,0,0,-,-,-,-,-,-,-,-,Entry-Level,RFA,"894,167",0.0110
Urho Vaakanainen,21,LD/RD,9,0,2,2,0.22,-3,15,0,18:55:00,0.36,13,24,17,0.14,5.23,9.66,6.84,71,70,50.35,112,151,42.59,88,103,46.07,4.61,6.83,40.29,-,-,-,-,-,-,-,-,Entry-Level,RFA,"894,167",0.0120
Victor Söderström,19,RD,4,1,1,2,0.5,4,6,0.17,16:18:00,0.17,6,14,6,0.16,5.52,12.88,5.52,36,39,48,59,54,52.21,42,46,47.73,2.59,2.84,47.7,-,-,-,-,-,-,-,-,Entry-Level,RFA,"894,167",0.0110
Philip Tomasino,18,"RW, C",0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,,0,,,0,,,0,0,0,0,-,-,-,-,-,-,-,-,Entry-Level,RFA,"894,167",0.0110
Brayden Tracey,19,LW,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,,0,,,0,,,0,0,0,0,-,-,-,-,-,-,-,-,Entry-Level,RFA,"894,167",0.0110
Moritz Seider,19,RD,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,,0,,,0,,,0,0,0,0,-,-,-,-,-,-,-,-,Entry-Level,RFA,"894,167",0.0110
Filip Zadina,20,"RW, LW",49,6,13,19,0.39,-4,97,0.06,16:48:00,9.08,97,169,123,0.66,7.07,12.31,8.96,380,431,46.86,690,752,47.85,501,585,46.13,33.76,35.44,48.79,-,-,-,-,-,-,-,-,Entry-Level,RFA,"894,167",0.0120
Peyton Krebs,19,"C, LW",4,0,1,1,0.25,1,1,0,11:26:00,0.16,1,5,2,0.21,1.31,6.56,2.62,26,13,66.67,40,30,57.14,31,20,60.78,1.65,1.14,58.93,-,-,-,-,-,-,-,-,Entry-Level,RFA,"894,167",0.0110
Adam Boqvist,19,RD,35,2,14,16,0.46,-7,39,0.05,16:59:00,2.83,39,83,52,0.28,3.94,8.36,5.25,316,267,54.2,560,456,55.12,414,350,54.19,30.31,25.55,54.26,-,-,-,-,-,-,-,-,Entry-Level,RFA,"894,167",0.0120
Kristian Vesalainen,21,"LW, RW",12,0,1,1,0.08,0,5,0,8:41:00,0.47,5,10,8,0.27,2.88,5.76,4.61,28,44,38.89,65,83,43.92,43,62,40.95,1.89,3.37,35.93,-,-,-,-,-,-,-,-,Entry-Level,RFA,"894,167",0.0120
Ville Heinola,19,LD,5,0,0,0,0,-2,9,0,15:31:00,0.17,9,10,10,0.13,7.13,7.92,7.92,35,42,45.45,63,74,45.99,48,55,46.6,2.22,2.72,44.94,-,-,-,-,-,-,-,-,Entry-Level,RFA,"894,167",0.0110
Joseph Veleno,20,C,5,1,0,1,0.2,0,8,0.13,15:06:00,0.98,8,16,10,0.78,6.36,12.71,7.94,39,42,48.15,59,60,49.58,48,50,48.98,2.68,4.04,39.88,-,-,-,-,-,-,-,-,Entry-Level,RFA,"894,167",0.0110
Alexander Romanov,20,LD/RD,54,1,5,6,0.11,1,71,0.01,17:15:00,2.47,71,191,113,0.16,4.66,12.53,7.42,443,406,52.18,890,770,53.61,626,570,52.34,38.93,36.79,51.41,-,-,-,-,-,-,-,-,Entry-Level,RFA,"894,167",0.0110
Bowen Byram,19,LD,19,0,2,2,0.11,1,21,0,17:30:00,0.99,21,43,28,0.18,3.79,7.75,5.05,162,133,54.92,324,250,56.45,228,189,54.68,12.29,11.33,52.03,-,-,-,-,-,-,-,-,Entry-Level,RFA,"894,167",0.0110
Nolan Foote,19,LW,6,1,1,2,0.33,-1,5,0.2,9:41:00,0.28,5,6,6,0.3,5.16,6.19,6.19,27,25,51.92,46,50,47.92,36,37,49.32,1.63,3.19,33.82,-,-,-,-,-,-,-,-,Entry-Level,RFA,"894,167",0.0110
Philip Broberg,19,LD,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,,0,,,0,,,0,0,0,0,-,-,-,-,-,-,-,-,Entry-Level,RFA,"894,167",0.0110
Liam Foudy,20,"C, LW, RW",24,0,4,4,0.17,0,40,0,12:35:00,3.24,40,63,51,0.64,7.94,12.51,10.11,131,188,41.07,232,300,43.61,174,240,42.03,9.58,14.42,39.92,-,-,-,-,-,-,-,-,Entry-Level,RFA,"894,167",0.0120
Gabriel Vilardi,20,C,54,10,13,23,0.43,-8,65,0.15,14:45:00,9.53,64,114,90,0.75,5.03,8.96,7.08,374,364,50.68,662,635,51.04,509,488,51.05,35.5,34.25,50.9,-,-,-,-,-,-,-,-,Entry-Level,RFA,"894,167",0.0120
Noah Dobson,20,RD,46,3,11,14,0.3,1,69,0.04,16:23:00,2.71,70,143,95,0.22,5.57,11.38,7.56,362,348,50.99,679,622,52.19,504,459,52.34,33.1,28.23,53.97,-,-,-,-,-,-,-,-,Entry-Level,RFA,"894,167",0.0120
Barrett Hayton,20,"C, LW",14,2,1,3,0.21,-1,10,0.2,11:29:00,0.9,10,20,16,0.34,3.73,7.46,5.97,76,64,54.29,164,125,56.75,117,93,55.71,6.68,6.01,52.64,-,-,-,-,-,-,-,-,Entry-Level,RFA,"894,167",0.0120
Serron Noel,19,RW,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,,0,,,0,,,0,0,0,0,-,-,-,-,-,-,-,-,Entry-Level,RFA,"894,167",0.0110
Connor McMichael,19,"LW, C",1,0,0,0,0,0,1,0,9:54:00,0.06,1,2,1,0.36,6.06,12.12,6.06,4,5,44.44,8,13,38.1,5,9,35.71,0.22,0.24,47.83,-,-,-,-,-,-,-,-,Entry-Level,RFA,"894,167",0.0110
Dylan Cozens,19,"C, LW",41,4,9,13,0.32,-15,62,0.06,14:21:00,6.06,62,102,80,0.62,6.32,10.4,8.16,300,342,46.73,542,549,49.68,414,446,48.14,23.06,28.05,45.12,-,-,-,-,-,-,-,-,Entry-Level,RFA,"894,167",0.0110
Michael Rasmussen,21,"C, LW",40,3,9,12,0.3,-5,62,0.05,14:47:00,8.35,62,94,73,0.85,6.28,9.52,7.4,260,294,46.93,453,523,46.41,341,401,45.96,25.55,24.86,50.68,-,-,-,-,-,-,-,-,Entry-Level,RFA,"894,166",0.0120
Eeli Tolvanen,21,LW,40,11,11,22,0.55,-10,65,0.17,14:48:00,5.2,65,137,94,0.53,6.58,13.88,9.52,310,260,54.39,581,451,56.3,429,351,55,25.35,24.15,51.21,-,-,-,-,-,-,-,-,Entry-Level,RFA,"894,166",0.0120
Dennis Cholowski,22,LD,16,1,2,3,0.19,-1,10,0.1,15:53:00,0.4,10,22,15,0.09,2.36,5.19,3.54,121,145,45.49,200,259,43.57,154,205,42.9,8.86,14.61,37.75,-,-,-,-,-,-,-,-,Entry-Level,RFA,"894,166",0.0130
Kieffer Bellows,22,"LW, RW",14,3,0,3,0.21,0,19,0.16,11:01:00,1.55,19,36,25,0.6,7.39,14,9.72,74,75,49.66,145,126,53.51,103,94,52.28,5.79,6.01,49.07,-,-,-,-,-,-,-,-,Entry-Level,RFA,"894,166",0.0120
Miro Heiskanen,20,LD/RD,55,8,19,27,0.49,-9,121,0.07,24:58:00,7.82,121,262,175,0.34,5.29,11.45,7.65,737,606,54.88,1320,1115,54.21,1005,850,54.18,66.92,57.91,53.61,-,-,-,-,-,-,-,-,Entry-Level,RFA,"894,166",0.0120
Filip Chytil,20,"C, LW",42,8,14,22,0.52,9,76,0.11,13:13:00,7.01,76,123,102,0.76,8.21,13.29,11.02,269,255,51.34,466,465,50.05,374,354,51.37,20.93,20.05,51.06,-,-,-,-,-,-,-,-,Entry-Level,RFA,"894,166",0.0120
