PLAYER,AGE,POS,GP,G,A,P,P/GP,PLUSMINUS,Sh,Sh%,TOI,ixG,iSh,iCF,iFF,ixG60,iSh60,iCF60,iFF60,SF,SA,SF%,CF,CA,CF%,FF,FA,FF%,xGF,xGA,xGF%,W,L,SO,GAA,Sv%,GA60,xGA60,GSAx60,TYPE,EXPIRY,CAP HIT,CAP HIT %
Cody Goloubef,30,RD,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,,0,,,0,,,0,0,0,0,-,-,-,-,-,-,-,-,Standard (2-way),UFA,"700,000",0.0090
Derrick Pouliot,26,LD,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,,0,,,0,,,0,0,0,0,-,-,-,-,-,-,-,-,Standard (2-way),UFA,"700,000",0.0090
Dominik Simon,25,"RW, LW",11,0,0,0,0,0,4,0,9:36:00,0.27,2,9,3,0.19,1.37,6.17,2.06,36,43,45.57,71,81,46.71,54,61,46.96,3.58,3.73,48.97,-,-,-,-,-,-,-,-,Standard (1-way),"UFA
No QO","700,000",0.0090
Fredrik Claesson,27,LD,6,0,0,0,0,0,4,0,12:23:00,0.08,4,7,6,0.06,3.23,5.65,4.84,40,50,44.44,68,84,44.74,53,60,46.9,3.28,3.08,51.57,-,-,-,-,-,-,-,-,Standard (2-way),UFA,"700,000",0.0090
Artyom Zagidulin,24,G,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,4.29,0.818,4.25,2.19,-2.06,Standard (2-way),"UFA
No QO","700,000",0.0090
Michael McCarron,25,"RW, C",6,0,0,0,0,1,3,0,10:17:00,0.59,3,8,6,0.56,2.91,7.77,5.83,24,32,42.86,53,48,52.48,36,39,48,1.87,1.67,52.82,-,-,-,-,-,-,-,-,Standard (2-way),"UFA
Group 6","700,000",0.0090
Nikita Nesterov,27,LD,38,0,4,4,0.11,-10,33,0,15:51:00,1.13,31,86,59,0.12,3.27,9.08,6.23,260,313,45.38,492,526,48.33,370,411,47.38,20.88,24.09,46.43,-,-,-,-,-,-,-,-,Standard (1-way),UFA,"700,000",0.0090
Tyler Graovac,27,C,14,3,1,4,0.29,-3,17,0.18,9:43:00,1.33,6,10,10,1.11,4.99,8.32,8.32,27,42,39.13,49,83,37.11,39,64,37.86,3.13,3.29,48.75,-,-,-,-,-,-,-,-,Standard (2-way),UFA,"700,000",0.0090
Craig Anderson,39,G,4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,1,0,2.14,0.916,2.13,2.09,-0.05,35+ (1-way),UFA,"700,000",0.0090
Matt Luff,23,RW,13,1,0,1,0.08,-4,18,0.06,10:29:00,1.62,16,30,27,0.78,7.75,14.53,13.07,56,67,45.53,101,119,45.91,82,91,47.4,3.83,5.59,40.65,-,-,-,-,-,-,-,-,Standard (2-way),"UFA
No QO","700,000",0.0090
Justin Kirkland,23,"LW, RW",0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,,0,,,0,,,0,0,0,0,-,-,-,-,-,-,-,-,Standard (2-way),RFA,"700,000",0.0090
Drake Caggiula,26,"LW, RW",38,3,7,10,0.26,-6,46,0.07,12:24:00,4.84,46,78,62,0.62,5.86,9.93,7.89,200,259,43.57,354,483,42.29,264,377,41.19,18.71,21.35,46.7,-,-,-,-,-,-,-,-,Standard (1-way),UFA,"700,000",0.0090
Peyton Jones,24,G,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,0,0,0,0,Standard (2-way),"UFA
No QO","700,000",0.0090
Ryan MacInnis,24,C,16,0,0,0,0,-3,14,0,9:58:00,0.66,14,23,16,0.25,5.26,8.65,6.02,64,75,46.04,116,140,45.31,82,106,43.62,3.47,6.29,35.54,-,-,-,-,-,-,-,-,Standard (2-way),"UFA
Group 6","700,000",0.0090
Tyler Lewington,25,RD,2,0,1,1,0.5,4,4,0,14:10:00,0.57,4,6,6,1.23,8.47,12.71,12.71,19,13,59.38,26,22,54.17,24,14,63.16,2.18,0.68,76.22,-,-,-,-,-,-,-,-,Standard (2-way),"UFA
Group 6","700,000",0.0090
Nolan Stevens,23,C,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,,0,,,0,,,0,0,0,0,-,-,-,-,-,-,-,-,Standard (2-way),RFA,"700,000",0.0090
Julius Honka,24,RD,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,,0,,,0,,,0,0,0,0,-,-,-,-,-,-,-,-,Standard (2-way),"UFA
No QO","700,000",0.0090
Kyle Rau,27,"LW, C",14,0,2,2,0.14,-1,15,0,9:33:00,1.28,15,25,19,0.64,7.44,12.41,9.43,49,66,42.61,83,132,38.6,64,88,42.11,3.44,4.96,40.95,-,-,-,-,-,-,-,-,Standard (2-way),UFA,"700,000",0.0090
Gerald Mayhew,27,"C, RW",4,0,1,1,0.25,1,5,0,11:44:00,0.61,5,9,6,0.78,6.39,11.5,7.66,20,13,60.61,41,40,50.62,29,23,55.77,2.08,1.3,61.54,-,-,-,-,-,-,-,-,Standard (2-way),UFA,"700,000",0.0090
Nate Prosser,34,RD,6,1,1,2,0.33,-7,5,0.2,13:03:00,0.38,5,9,6,0.28,3.83,6.89,4.59,24,43,35.82,44,73,37.61,33,54,37.93,1.46,3.94,27.04,-,-,-,-,-,-,-,-,Standard (2-way),UFA,"700,000",0.0090
Brogan Rafferty,25,RD,1,0,1,1,1,-1,1,0,13:58:00,0.02,1,1,1,0.09,4.29,4.29,4.29,5,10,33.33,8,16,33.33,8,13,38.1,0.39,0.83,31.97,-,-,-,-,-,-,-,-,Standard (1-way),"UFA
Group 6","700,000",0.0090
Tyler Wotherspoon,27,LD,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,,0,,,0,,,0,0,0,0,-,-,-,-,-,-,-,-,Standard (2-way),UFA,"700,000",0.0090
Martin Marincin,28,LD,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,,0,,,0,,,0,0,0,0,-,-,-,-,-,-,-,-,Standard (1-way),UFA,"700,000",0.0090
Anton Blidh,25,LW,10,1,0,1,0.1,-5,10,0.1,10:46:00,0.6,10,17,15,0.39,6.46,10.98,9.69,48,41,53.93,77,80,49.04,65,55,54.17,2.04,3.47,37.02,-,-,-,-,-,-,-,-,Standard (2-way),"UFA
Group 6","700,000",0.0090
Noah Juulsen,23,RD,4,0,0,0,0,-3,5,0,11:58:00,0.1,5,7,7,0.13,6.27,8.77,8.77,22,31,41.51,37,49,43.02,31,40,43.66,1.37,1.92,41.64,-,-,-,-,-,-,-,-,Standard (2-way),RFA,"700,000",0.0090
Troy Grosenick,30,G,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,0,3,0.922,1,3.35,2.35,Standard (2-way),UFA,"700,000",0.0090
Joshua Ho-Sang,24,"RW, C",0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,,0,,,0,,,0,0,0,0,-,-,-,-,-,-,-,-,Standard (2-way),"UFA
Group 6","700,000",0.0090
Travis Boyd,26,"C, RW",39,5,5,10,0.26,-5,23,0.22,10:43:00,2.97,21,44,34,0.53,3.72,7.79,6.02,131,163,44.56,263,305,46.3,198,231,46.15,12.69,15.18,45.53,-,-,-,-,-,-,-,-,Standard (1-way),UFA,"700,000",0.0090
Jacob De La Rose,25,"C, LW",13,0,1,1,0.08,-2,13,0,10:11:00,0.85,13,18,14,0.38,5.88,8.15,6.34,57,66,46.34,101,124,44.89,76,94,44.71,4.03,5.48,42.38,-,-,-,-,-,-,-,-,Standard (1-way),"UFA
No QO","700,000",0.0090
Jake Kielly,23,G,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,0,0,0,0,Standard (2-way),"UFA
No QO","700,000",0.0090
Scott Sabourin,27,RW,1,0,0,0,0,0,0,0,4:29:00,0,0,0,0,0,0,0,0,0,0,0,3,1,75,3,1,75,0.05,0.08,38.46,-,-,-,-,-,-,-,-,Standard (2-way),UFA,"700,000",0.0090
Ross Colton,23,"LW, C",30,9,3,12,0.4,3,46,0.2,10:33:00,4.92,46,74,60,0.93,8.71,14.01,11.36,144,141,50.53,265,232,53.32,199,174,53.35,12.06,10.35,53.82,-,-,-,-,-,-,-,-,Standard (2-way),RFA,"700,000",0.0090
Jeremy Bracco,23,RW,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,,0,,,0,,,0,0,0,0,-,-,-,-,-,-,-,-,Standard (2-way),RFA,"700,000",0.0090
Alex Belzile,28,"RW, C",2,0,1,1,0.5,-1,3,0,10:38:00,0.07,1,3,2,0.5,7.08,21.23,14.15,5,2,71.43,10,5,66.67,6,4,60,0.21,0.23,47.73,-,-,-,-,-,-,-,-,Standard (2-way),UFA,"700,000",0.0090
Darren Raddysh,24,RD,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,,0,,,0,,,0,0,0,0,-,-,-,-,-,-,-,-,Standard (2-way),"UFA
Group 6","700,000",0.0090
Cole Kehler,22,G,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,0,0,0,0,Standard (2-way),"UFA
No QO","700,000",0.0090
Frédérick Gaudreau,27,C,19,2,8,10,0.53,10,20,0.1,13:03:00,1.95,20,35,28,0.47,4.83,8.46,6.77,123,131,48.43,202,228,46.98,162,186,46.55,12.05,11.95,50.21,-,-,-,-,-,-,-,-,Standard (2-way),UFA,"700,000",0.0090
Antoine Bibeau,26,G,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,0,0,0,0,Standard (2-way),UFA,"700,000",0.0090
Cam Johnson,25,G,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,0,0,0,0,Standard (2-way),RFA,"700,000",0.0090
Marcus Högberg,25,G,14,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,4,7,0,3.74,0.876,3.74,2.6,-1.14,Standard (1-way),"UFA
No QO","700,000",0.0090
Jean-Sébastien Dea,26,C,1,0,0,0,0,-1,2,0,5:33:00,0.22,2,2,2,2.38,21.62,21.62,21.62,3,3,50,4,4,50,4,3,57.14,0.26,0.25,50.98,-,-,-,-,-,-,-,-,Standard (1-way),UFA,"700,000",0.0090
Jarred Tinordi,28,LD,21,0,1,1,0.05,-6,30,0,17:05:00,0.49,28,51,40,0.09,4.99,9.09,7.13,134,200,40.11,234,351,40,187,271,40.83,8.42,15.79,34.78,-,-,-,-,-,-,-,-,Standard (2-way),UFA,"700,000",0.0090
Luke Johnson,25,C,14,1,0,1,0.07,-5,11,0.09,10:06:00,0.49,11,19,16,0.23,5.16,8.91,7.5,49,81,37.69,85,147,36.64,67,111,37.64,2.52,6.04,29.52,-,-,-,-,-,-,-,-,Standard (2-way),"UFA
Group 6","700,000",0.0090
Chris Bigras,25,RD,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,,0,,,0,,,0,0,0,0,-,-,-,-,-,-,-,-,Standard (2-way),"UFA
Group 6","700,000",0.0090
Eric Comrie,24,G,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,0,0,3,0.909,3,3.28,0.28,Standard (1-way),"UFA
Group 6","700,000",0.0090
Brian Lashoff,29,LD,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,,0,,,0,,,0,0,0,0,-,-,-,-,-,-,-,-,Standard (2-way),UFA,"700,000",0.0090
Luke Witkowski,30,"RW, RD",0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,,0,,,0,,,0,0,0,0,-,-,-,-,-,-,-,-,Standard (2-way),UFA,"700,000",0.0090
Matt Tennyson,30,RD,21,1,2,3,0.14,0,14,0.07,14:30:00,0.36,14,29,22,0.07,2.76,5.71,4.33,113,175,39.24,198,324,37.93,155,253,37.99,9.43,15.66,37.58,-,-,-,-,-,-,-,-,Standard (2-way),UFA,"700,000",0.0090
Jonas Johansson,24,G,15,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,5,6,1,2.87,0.897,3.01,2.46,-0.55,Standard (2-way),"UFA
Group 6","700,000",0.0090
Frédérik Gauthier,25,C,2,0,0,0,0,0,1,0,6:44:00,0.07,1,1,1,0.31,4.45,4.45,4.45,3,11,21.43,5,19,20.83,3,14,17.64,0.09,0.53,14.52,-,-,-,-,-,-,-,-,Standard (2-way),"UFA
No QO","700,000",0.0090
Ashton Sautner,26,LD,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,,0,,,0,,,0,0,0,0,-,-,-,-,-,-,-,-,Standard (2-way),UFA,"700,000",0.0090
Sam Carrick,28,"RW, C",13,2,4,6,0.46,4,23,0.09,12:55:00,1.57,23,35,27,0.56,8.22,12.5,9.64,77,84,47.83,145,148,49.49,106,118,47.32,6.63,6.87,49.11,-,-,-,-,-,-,-,-,Standard (1-way),UFA,"700,000",0.0090
Andrew Hammond,32,G,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,0,0,0,0,Standard (2-way),UFA,"700,000",0.0090
Kevin Connauton,30,LD/RD,7,0,1,1,0.14,4,5,0,14:12:00,0.14,5,12,9,0.08,3.02,7.24,5.43,52,61,46.02,85,96,46.96,63,77,45,3.94,4.88,44.67,-,-,-,-,-,-,-,-,Standard (2-way),UFA,"700,000",0.0090
Greg McKegg,28,"C, LW",5,1,0,1,0.2,-3,4,0.25,9:34:00,0.22,4,4,4,0.37,6.65,6.65,6.65,16,15,51.61,20,25,44.44,17,21,44.74,0.96,1.55,38.25,-,-,-,-,-,-,-,-,Standard (2-way),UFA,"700,000",0.0090
Lukas Vejdemo,24,"C, LW, RW",0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,,0,,,0,,,0,0,0,0,-,-,-,-,-,-,-,-,Standard (2-way),"UFA
Group 6","700,000",0.0090
Sam Miletic,23,"LW, C",0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,,0,,,0,,,0,0,0,0,-,-,-,-,-,-,-,-,Standard (2-way),"UFA
No QO","700,000",0.0090
Colton White,23,LD,2,0,0,0,0,-1,3,0,14:16:00,0.05,3,4,3,0.11,6.31,8.41,6.31,14,12,53.85,24,24,50,19,19,50,0.88,0.86,50.57,-,-,-,-,-,-,-,-,Standard (2-way),RFA,"700,000",0.0090
Daniel Walcott,26,LW,1,0,0,0,0,-1,1,0,10:03:00,0.1,1,1,1,0.6,5.97,5.97,5.97,3,6,33.33,4,8,33.33,4,7,36.36,0.24,0.3,44.44,-,-,-,-,-,-,-,-,Standard (2-way),UFA,"700,000",0.0090
Dysin Mayo,23,RD,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,,0,,,0,,,0,0,0,0,-,-,-,-,-,-,-,-,Standard (2-way),RFA,"700,000",0.0090
J.C. Beaudin,23,"C, RW",0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,,0,,,0,,,0,0,0,0,-,-,-,-,-,-,-,-,Standard (2-way),"UFA
No QO","700,000",0.0090
Jacob Lucchini,25,"C, LW",0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,,0,,,0,,,0,0,0,0,-,-,-,-,-,-,-,-,Standard (2-way),"UFA
No QO","700,000",0.0090
Mark Jankowski,25,"LW, C",45,4,7,11,0.24,4,35,0.11,10:42:00,4.33,35,62,45,0.54,4.36,7.73,5.61,179,249,41.82,292,452,39.25,227,340,40.04,13.97,22.75,38.04,-,-,-,-,-,-,-,-,Standard (1-way),"UFA
No QO","700,000",0.0090
Drew Shore,29,C,4,0,0,0,0,-1,3,0,8:29:00,0.16,3,4,3,0.28,5.3,7.07,5.3,10,21,32.26,21,33,38.89,12,28,30,0.54,2.25,19.35,-,-,-,-,-,-,-,-,Standard (2-way),UFA,"700,000",0.0090
Jason Spezza,37,"C, RW",54,10,20,30,0.56,3,81,0.12,11:01:00,8.63,77,130,107,0.91,8.11,13.69,11.27,291,262,52.62,540,484,52.73,423,374,53.07,30.85,27.91,52.5,-,-,-,-,-,-,-,-,35+ (1-way),UFA,"700,000",0.0090
Daniel Renouf,26,LD,18,0,3,3,0.17,-1,12,0,10:09:00,0.25,12,18,14,0.08,3.94,5.9,4.59,99,83,54.4,172,145,54.26,131,108,54.81,8.27,5.44,60.32,-,-,-,-,-,-,-,-,Standard (2-way),UFA,"700,000",0.0090
Dylan Gambrell,23,C,49,5,7,12,0.24,-18,48,0.1,16:01:00,5.93,46,94,75,0.46,3.61,7.37,5.88,305,427,41.67,568,849,40.08,435,624,41.08,26.82,40.54,39.81,-,-,-,-,-,-,-,-,Standard (1-way),RFA,"700,000",0.0090
David Warsofsky,30,LD,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,,0,,,0,,,0,0,0,0,-,-,-,-,-,-,-,-,Standard (2-way),UFA,"700,000",0.0090
Daniel Brickley,25,LD,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,,0,,,0,,,0,0,0,0,-,-,-,-,-,-,-,-,Standard (2-way),"UFA
Group 6","700,000",0.0090
Scott Wilson,28,LW,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,,0,,,0,,,0,0,0,0,-,-,-,-,-,-,-,-,Standard (2-way),UFA,"700,000",0.0090
Jimmy Schuldt,25,LD,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,,0,,,0,,,0,0,0,0,-,-,-,-,-,-,-,-,Standard (2-way),"UFA
Group 6","700,000",0.0090
Josh Healey,25,D,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,,0,,,0,,,0,0,0,0,-,-,-,-,-,-,-,-,Standard (2-way),"UFA
Group 6","700,000",0.0090
Patrick Russell,27,RW,8,0,2,2,0.25,0,12,0,10:38:00,0.51,12,16,14,0.36,8.46,11.28,9.86,41,31,56.94,74,65,53.24,58,42,58,2.94,2.39,55.16,-,-,-,-,-,-,-,-,Standard (1-way),UFA,"700,000",0.0090
Casey Nelson,27,RD,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,,0,,,0,,,0,0,0,0,-,-,-,-,-,-,-,-,Standard (2-way),UFA,"700,000",0.0090
Paul LaDue,27,RD,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,,0,,,0,,,0,0,0,0,-,-,-,-,-,-,-,-,Standard (1-way),UFA,"700,000",0.0090
David Gust,26,RW,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,,0,,,0,,,0,0,0,0,-,-,-,-,-,-,-,-,Standard (2-way),UFA,"700,000",0.0090
Gustav Forsling,24,LD,43,5,12,17,0.4,17,94,0.05,19:56:00,3.4,94,164,115,0.24,6.58,11.47,8.05,466,468,49.89,761,820,48.13,596,617,49.13,40.6,39.38,50.76,-,-,-,-,-,-,-,-,Standard (2-way),RFA,"700,000",0.0090
Devin Shore,25,"LW, C, RW",38,5,4,9,0.24,-4,27,0.19,10:55:00,3.64,27,40,34,0.54,4.03,5.98,5.08,132,236,35.86,242,440,35.47,180,308,36.89,11.17,17.36,39.15,-,-,-,-,-,-,-,-,Standard (2-way),RFA,"700,000",0.0090
Brandon Crawley,23,LD,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,,0,,,0,,,0,0,0,0,-,-,-,-,-,-,-,-,Standard (2-way),"UFA
No QO","700,000",0.0090
Scott Wedgewood,27,G,16,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3,8,2,3.11,0.9,3.11,2.68,-0.43,Standard (2-way),UFA,"700,000",0.0090
Roland McKeown,24,RD,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,,0,,,0,,,0,0,0,0,-,-,-,-,-,-,-,-,Standard (2-way),"UFA
Group 6","700,000",0.0090
Michael Stone,30,RD,21,2,2,4,0.19,-1,41,0.05,16:04:00,1.14,34,62,46,0.26,7.58,13.82,10.25,133,137,49.26,250,254,49.6,189,187,50.27,9.68,11.91,44.84,-,-,-,-,-,-,-,-,Standard (2-way),UFA,"700,000",0.0090
Andrew Poturalski,26,C,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,,0,,,0,,,0,0,0,0,-,-,-,-,-,-,-,-,Standard (2-way),UFA,"700,000",0.0090
Max McCormick,28,LW,12,2,1,3,0.25,3,5,0.4,7:49:00,0.46,5,7,5,0.28,3.2,4.48,3.2,38,51,42.7,73,97,42.94,53,77,40.77,2.45,4.63,34.6,-,-,-,-,-,-,-,-,Standard (2-way),UFA,"700,000",0.0090
Alexander Volkov,22,"LW, RW",37,7,6,13,0.35,1,35,0.2,11:38:00,4.61,35,51,43,0.64,4.87,7.1,5.99,159,219,42.06,296,412,41.81,225,316,41.59,14.59,19.7,42.55,-,-,-,-,-,-,-,-,Standard (1-way),RFA,"700,000",0.0090
Tomas Jurco,27,"RW, LW",8,0,1,1,0.13,0,11,0,8:57:00,0.66,11,18,14,0.55,9.21,15.07,11.72,45,21,68.18,77,58,57.04,58,41,58.59,2.91,3,49.24,-,-,-,-,-,-,-,-,Standard (1-way),UFA,"700,000",0.0090
Sean Day,22,LD,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,,0,,,0,,,0,0,0,0,-,-,-,-,-,-,-,-,Standard (2-way),RFA,"700,000",0.0090
Michael McNiven,22,G,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,0,0,0,0,Standard (2-way),RFA,"700,000",0.0090
Austin Poganski,24,RW,5,0,0,0,0,-1,0,0,7:33:00,0,0,1,0,0,0,1.59,0,11,16,40.74,27,30,47.37,15,20,42.86,0.98,0.97,50.26,-,-,-,-,-,-,-,-,Standard (2-way),"UFA
Group 6","700,000",0.0090
Kyle Burroughs,24,LD/RD,5,0,1,1,0.2,1,3,0,10:04:00,0.1,3,8,6,0.12,3.57,9.52,7.14,30,21,58.82,53,39,57.61,41,30,57.75,2.27,1.58,59.07,-,-,-,-,-,-,-,-,Standard (2-way),"UFA
Group 6","700,000",0.0090
Josh Currie,27,"RW, C",1,0,0,0,0,0,0,0,7:24:00,0,0,2,0,0,0,16.22,0,1,7,12.5,4,10,28.57,1,9,10,0.04,0.44,8.33,-,-,-,-,-,-,-,-,Standard (2-way),UFA,"700,000",0.0090
Matt Nieto,27,"LW, RW",28,5,2,7,0.25,-4,45,0.11,13:59:00,4.88,45,57,52,0.75,6.89,8.73,7.96,163,257,38.81,287,490,36.94,223,369,37.67,13.4,25.03,34.86,-,-,-,-,-,-,-,-,Standard (1-way),UFA,"700,000",0.0090
Ben Harpur,25,LD,34,0,7,7,0.21,2,33,0,16:25:00,0.82,33,57,45,0.09,3.55,6.13,4.84,219,296,42.52,362,512,41.42,302,398,43.14,17.29,24.01,41.86,-,-,-,-,-,-,-,-,Standard (2-way),RFA,"700,000",0.0090
Lucas Johansen,22,LD,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,,0,,,0,,,0,0,0,0,-,-,-,-,-,-,-,-,Standard (2-way),RFA,"700,000",0.0090
Matt Bartkowski,32,RD,1,0,0,0,0,-1,2,0,13:02:00,0.02,2,2,2,0.09,9.21,9.21,9.21,5,10,33.33,7,18,28,7,16,30.43,0.11,1.24,8.15,-,-,-,-,-,-,-,-,Standard (2-way),UFA,"700,000",0.0090
Matt Irwin,32,LD/RD,24,0,2,2,0.08,-10,27,0,16:15:00,0.77,27,46,36,0.12,4.15,7.08,5.54,162,250,39.32,281,437,39.14,223,341,39.54,12.45,21.68,36.47,-,-,-,-,-,-,-,-,Standard (1-way),UFA,"700,000",0.0090
Jayson Megna,30,RW,7,0,2,2,0.29,2,12,0,10:15:00,0.33,5,6,5,0.4,6.05,7.27,6.05,20,19,51.28,38,44,46.34,24,28,46.15,1.15,1.46,44.27,-,-,-,-,-,-,-,-,Standard (2-way),UFA,"700,000",0.0090
Brad Hunt,31,LD,12,1,0,1,0.08,-8,14,0.07,12:20:00,0.87,13,30,19,0.4,5.99,13.83,8.76,63,57,52.5,117,110,51.54,95,85,52.78,6.28,3.82,62.18,-,-,-,-,-,-,-,-,Standard (1-way),UFA,"700,000",0.0090
Kevin Czuczman,29,LD,2,0,0,0,0,-3,2,0,11:39:00,0.07,2,4,3,0.18,5.15,10.3,7.73,3,12,20,9,20,31.03,6,14,30,0.12,0.88,12,-,-,-,-,-,-,-,-,Standard (2-way),UFA,"700,000",0.0090
Michael Sgarbossa,27,C,5,0,2,2,0.4,2,4,0,9:47:00,0.26,4,5,4,0.32,4.9,6.12,4.9,27,35,43.55,49,55,47.12,35,42,45.45,1.52,2.87,34.61,-,-,-,-,-,-,-,-,Standard (2-way),UFA,"700,000",0.0090
Patrick Brown,28,"C, RW",4,0,0,0,0,0,5,0,9:05:00,0.3,5,10,8,0.49,8.25,16.48,13.19,15,15,50,34,26,56.67,27,16,62.79,1.06,0.82,56.38,-,-,-,-,-,-,-,-,Standard (1-way),UFA,"700,000",0.0090
Josh Teves,25,LD,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,,0,,,0,,,0,0,0,0,-,-,-,-,-,-,-,-,Standard (1-way),"UFA
Group 6","700,000",0.0090
Nathan Walker,26,LW,8,1,0,1,0.13,-4,10,0.1,13:29:00,1.04,10,17,15,0.57,5.56,9.44,8.33,36,51,41.38,70,90,43.75,50,65,43.48,2.86,4.18,40.63,-,-,-,-,-,-,-,-,Standard (2-way),UFA,"700,000",0.0090
Joseph Gambardella,26,LW,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,,0,,,0,,,0,0,0,0,-,-,-,-,-,-,-,-,Standard (2-way),UFA,"700,000",0.0090
Chase De Leo,24,"C, LW, RW",1,0,0,0,0,-2,1,0,13:26:00,0.12,1,3,3,0.54,4.47,13.4,13.4,10,10,50,17,16,51.52,14,14,50,0.5,1.56,24.27,-,-,-,-,-,-,-,-,Standard (2-way),"UFA
Group 6","700,000",0.0090
Matthew Peca,27,"LW, C",5,0,1,1,0.2,1,3,0,8:53:00,0.43,3,7,5,0.57,4.05,9.44,6.75,25,30,45.45,46,51,47.42,39,35,52.7,1.62,2.41,40.2,-,-,-,-,-,-,-,-,Standard (2-way),UFA,"700,000",0.0090
Micheal Haley,34,C,4,0,0,0,0,-1,0,0,6:02:00,0,0,1,0,0,0,2.48,0,6,9,40,14,23,37.84,9,15,37.5,0.3,0.51,37.04,-,-,-,-,-,-,-,-,Standard (2-way),UFA,"700,000",0.0090
Daniel Carr,28,LW,6,0,1,1,0.17,-2,5,0,10:13:00,0.38,5,8,6,0.37,4.88,7.82,5.87,29,34,46.03,55,59,48.25,40,50,44.44,1.9,2.57,42.51,-,-,-,-,-,-,-,-,Standard (2-way),UFA,"700,000",0.0090
Gabriel Fontaine,23,C,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,,0,,,0,,,0,0,0,0,-,-,-,-,-,-,-,-,Standard (2-way),"UFA
No QO","700,000",0.0090
Cory Schneider,34,G,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,0,0,0,0,Standard (1-way),UFA,"700,000",0.0090
