player,team,position,season,games_played,cap_hit,projected_cap_hit,projected_percent_cap_hit
Cody Eakin,DAL,F,2013-14,81,571667,832922.94,0.012953700497746468
Noah Hanifin,CAR,D,2016-17,81,925000,832825.63,0.011408570222556591
Dmitrij Jaskin,STL,F,2014-15,54,772500,832767.04,0.012069087475538254
Adam Clendening,VAN,D,2014-15,21,742500,832547.78,0.012065909802913666
Darnell Nurse,EDM,D,2016-17,43,863333,832460.61,0.01140356995165348
Bo Horvat,VAN,F,2014-15,68,894167,832321.51,0.012062630616128445
Jared Spurgeon,MIN,D,2011-12,70,526667,832292.9,0.012943902052938938
Brandon Montour,ANA,D,2016-17,27,925000,832284.18,0.011401153169572353
Drake Caggiula,EDM,F,2017-18,67,925000,832278.84,0.011097051203250885
Radek Faksa,DAL,F,2016-17,80,863333,832193.62,0.011399912647902966
Ryan Hartman,NSH,F,2017-18,78,863333,832164.99,0.011095533147454262
Saku Maenalanen,CAR,F,2018-19,34,925000,832140.52,0.01046717632561922
Tanner Pearson,L.A,F,2014-15,42,735833,832105.4,0.012059498578310013
Oscar Fantenberg,L.A,D,2017-18,27,925000,832095.98,0.011094613000750542
Alex Chiasson,OTT,F,2014-15,76,866667,831899.44,0.01205651368945837
Joshua Ho-Sang,NYI,F,2017-18,22,863333,831586.43,0.011087819002568722
Mason Appleton,WPG,F,2018-19,36,741667,831532.5,0.010459528304636478
Matthew Tkachuk,CGY,F,2016-17,76,925000,831515.46,0.011390622705221176
Joel Eriksson Ek,MIN,F,2017-18,75,894166,831339.3,0.011084523983299732
Evgeny Kuznetsov,WSH,F,2014-15,80,900000,831207.29,0.012046482414007187
Ryan Graves,COL,D,2019-20,69,735000,830919.68,0.010195333510637283
Anthony Mantha,DET,F,2016-17,60,863333,830895.01,0.011382123455405235
Jake Virtanen,VAN,F,2017-18,75,894167,830727.14,0.011076361872255802
Ian Cole,STL,D,2013-14,46,825000,830547.64,0.012916759587824345
Rickard Rakell,ANA,F,2014-15,71,894167,830387.96,0.01203460805118084
Teuvo Teravainen,CHI,F,2015-16,78,894167,830218.59,0.011627711355686188
Marco Scandella,MIN,D,2011-12,63,643333,830121.45,0.012910131365060806
Jaden Schwartz,STL,F,2013-14,80,830000,829923.17,0.012907047756016254
Johan Larsson,BUF,F,2014-15,39,763333,829870.85,0.012027113698422909
Robby Fabbri,STL,F,2016-17,51,894167,829674.38,0.011365402489900589
Brady Skjei,NYR,D,2016-17,79,925000,829458.93,0.011362451128661633
Jeff Petry,EDM,D,2011-12,73,850000,829440.98,0.01289954874664545
Xavier Ouellet,DET,D,2014-15,21,670000,829273.02,0.012018449604511261
Sam Bennett,CGY,F,2016-17,81,925000,829261.91,0.011359752155840397
Frank Vatrano,BOS,F,2016-17,44,792500,829003.08,0.011356206610798836
Jonathan Drouin,T.B,F,2015-16,21,894167,828653.73,0.011605794541537762
Noah Gregor,SJS,F,2021-22,63,750000,828598.5,0.010166852734982967
Jake Gardiner,TOR,D,2013-14,80,875000,828521.46,0.01288524828851223
Zach Hyman,TOR,F,2016-17,82,900000,828516.91,0.01134954672306776
Jake Dotchin,T.B,D,2016-17,35,616667,828381.41,0.011347690597176552
Connor Brown,TOR,F,2016-17,82,686667,828305.95,0.011346656829118729
Jonathan Drouin,T.B,F,2014-15,70,894167,828118.95,0.012001723982393742
Petteri Lindbohm,STL,D,2014-15,23,636667,827974.69,0.01199963316321373
Scott Wilson,PIT,F,2016-17,78,625000,827753.9,0.011339094489812851
Sean Kuraly,BOS,F,2017-18,75,808750,827550.19,0.011034002527594566
Ryan Strome,NYI,F,2015-16,71,863333,827548.49,0.011590315029025078
Zemgus Girgensons,BUF,F,2015-16,71,894167,827490.11,0.011589497327804565
Jakob Chychrun,ARI,D,2016-17,67,925000,827437.35,0.011334758251905441
Adam Henrique,N.J,F,2011-12,74,575000,827260.73,0.01286564115434885
Jack Roslovic,WPG,F,2017-18,31,894166,827167.97,0.01102890633046627
Dysin Mayo,ARI,D,2021-22,67,750000,827022.91,0.0101475203409791
William Karlsson,CBJ,F,2014-15,21,830833,826884.43,0.011983832344412804
Teuvo Teravainen,CHI,F,2014-15,34,894167,826737.59,0.011981704272329807
Ryan Murphy,CAR,D,2015-16,35,863333,826691.69,0.011578314937651157
Anthony Duclair,ARI,F,2015-16,81,772500,826603.91,0.011577085591852665
Markus Nutivaara,CBJ,D,2017-18,61,817500,826408.36,0.011018778197467327
Tage Thompson,STL,F,2017-18,41,925000,826406.41,0.011018752120435238
Christian Dvorak,ARI,F,2016-17,76,839167,825984.75,0.011314859613776207
Jake Guentzel,PIT,F,2016-17,40,734167,825845.18,0.011312947608530521
Scott Laughton,PHI,F,2014-15,31,863333,825809.41,0.011968252249062061
Mark Jankowski,CGY,F,2019-20,56,1675000,825803.83,0.0101325623691082
David Pastrnak,BOS,F,2015-16,51,925000,825737.93,0.011564956977963448
Conor Sheary,PIT,F,2016-17,61,667500,825567.45,0.011309143155813217
Kasperi Kapanen,TOR,F,2017-18,38,863333,825426.7,0.011005689390003681
Anders Lee,NYI,F,2013-14,22,900000,825193.47,0.01283349096775055
Gabriel Carlsson,CBJ,D,2021-22,38,725000,825188.49,0.010125012136995792
Sonny Milano,CBJ,F,2017-18,55,863333,825028.14,0.011000375263392925
Oliver Bjorkstrand,CBJ,F,2016-17,26,655833,824820.14,0.011298906058073044
Patrik Nemeth,DAL,D,2014-15,22,763333,824765.29,0.011953120119869709
Tyler Seguin,BOS,F,2011-12,81,900000,824734.04,0.0128263458609581
Ondrej Palat,T.B,F,2013-14,81,575000,824592.95,0.012824151664972305
Alex Petrovic,FLA,D,2014-15,33,795000,824574.5,0.011950355023145676
Nick Leddy,CHI,D,2011-12,82,900000,824486.06,0.012822489254176617
Artturi Lehkonen,MTL,F,2016-17,73,839166,824474.97,0.011294177733361721
Matt Duchene,COL,F,2011-12,58,900000,824456.72,0.012822032906115055
Travis Konecny,PHI,F,2016-17,70,894167,824305.96,0.011291862465441227
Travis Konecny,PHI,F,2016-17,70,894167,824305.96,0.011291862465441227
Julius Honka,DAL,D,2017-18,41,863333,824149.02,0.010988653637468815
Ryan Strome,NYI,F,2013-14,37,863333,823967.04,0.012814417481422424
Ryan Reaves,STL,F,2015-16,64,1125000,823799.22,0.011537804268300533
Andre Burakovsky,WSH,F,2014-15,53,894167,823611.41,0.011936397291719913
Nathan Beaulieu,MTL,D,2014-15,64,925000,823595.86,0.011936171911656857
Ian McCoshen,FLA,D,2017-18,38,925000,823212.76,0.010976170189678669
Ben Harpur,OTT,D,2017-18,41,653333,822993.37,0.010973244905471802
Rob O'Gara,NYR,D,2017-18,30,925000,822902.35,0.010972031392157078
Jordan Eberle,EDM,F,2011-12,78,875000,822665.16,0.012794170528650284
Brendan Perlini,ARI,F,2016-17,56,863333,822555.78,0.0112678874284029
Kevin Fiala,NSH,F,2016-17,54,863333,822483.65,0.011266899295151234
Matthew Peca,MTL,F,2018-19,39,1300000,822392.24,0.010344556532800198
Michael Bunting,ARI,F,2020-21,21,737500,822073.89,0.01008679624646902
Anders Bjork,BOS,F,2017-18,30,925000,822063.26,0.010960843414068222
Nikita Zadorov,COL,D,2015-16,22,894167,821940.72,0.011511774733662605
J.T. Compher,COL,F,2016-17,21,925000,821867.83,0.011258463375270367
Nikolay Goldobin,VAN,F,2017-18,38,863333,821843.51,0.010957913473248482
Timo Meier,S.J,F,2016-17,34,894167,821727.03,0.011256534606218338
Colin White,OTT,F,2017-18,21,925000,821601.97,0.010954692959785461
Scott Laughton,PHI,F,2017-18,81,962500,821439.85,0.010952531360089779
Hampus Lindholm,ANA,D,2013-14,78,894167,821349.99,0.012773716822266579
Marcus Pettersson,ANA,D,2017-18,22,794167,821346.04,0.01095128059387207
Jake Gardiner,TOR,D,2011-12,75,875000,821232.8,0.012771894223988056
Andreas Borgman,TOR,D,2017-18,48,925000,820890.56,0.010945207439363003
Devin Shore,DAL,F,2016-17,82,870000,820835.25,0.011244318448007107
Seth Griffith,BOS,F,2014-15,30,759167,820796.71,0.011895604431629181
Andreas Athanasiou,DET,F,2016-17,64,628333,820506.33,0.011239812709391117
Rasmus Ristolainen,BUF,D,2013-14,34,925000,820505.39,0.012760581448674202
Valeri Nichushkin,DAL,F,2015-16,79,925000,820404.32,0.011490256525576115
Joshua Ho-Sang,NYI,F,2016-17,21,863333,820312.63,0.011237159371376038
Torey Krug,BOS,D,2013-14,79,916667,820272.02,0.012756952084600925
Seth Jones,NSH,D,2013-14,77,925000,820194.35,0.01275574415922165
Morgan Geekie,SEA,F,2021-22,73,750000,819608.04,0.010056540369987488
Brendan Gaunce,VAN,F,2015-16,20,863333,819557.95,0.011478402651846409
Ben Chiarot,WPG,D,2015-16,70,850000,819320.42,0.011475075967609882
Dougie Hamilton,BOS,D,2013-14,64,925000,819222.85,0.012740635313093662
Curtis Lazar,OTT,F,2014-15,67,894167,819072,0.011870608665049076
Calle Jarnkrok,NSH,F,2014-15,74,715000,819050.47,0.01187029667198658
Nick Ritchie,ANA,F,2016-17,77,894167,819016.54,0.011219404637813568
Brenden Dillon,DAL,D,2013-14,80,743333,818973.07,0.012736750766634941
Ryan Poehling,MTL,F,2021-22,57,750000,818960.89,0.010048599913716316
Brandon Pirri,VGK,F,2018-19,31,650000,818935.53,0.010301075875759125
Victor Antipin,BUF,D,2017-18,47,925000,818869.05,0.010918254032731056
Oliver Kylington,CGY,D,2021-22,73,750000,818793.98,0.010046551935374737
Colin Miller,BOS,D,2015-16,38,602500,818516.22,0.011463812552392483
Leon Draisaitl,EDM,F,2014-15,37,925000,818264.04,0.011858899146318436
Miles Wood,N.J,F,2016-17,60,925000,818252.1,0.011208932846784592
Ryan Murray,CBJ,D,2013-14,66,894167,818230.15,0.012725196778774261
Robby Fabbri,STL,F,2015-16,72,894167,818109.26,0.011458112858235836
Chris Tierney,S.J,F,2014-15,43,711667,817547.4,0.011848513036966324
Erik Gustafsson,CHI,D,2015-16,41,667500,817519.77,0.01144985668361187
Pavel Zacha,N.J,F,2016-17,70,894167,817518.86,0.011198888532817364
Pavel Zacha,N.J,F,2016-17,70,894167,817518.86,0.011198888532817364
Tomas Hertl,S.J,F,2013-14,37,925000,817434.05,0.012712815776467323
Matt Roy,L.A,D,2019-20,70,700000,817389.4,0.010029317811131477
Jamie Oleksiak,DAL,D,2014-15,36,894167,817325.06,0.011845290660858154
Phillip Di Giuseppe,CAR,F,2015-16,41,817500,817127.37,0.011444360949099064
Yohann Auvitu,N.J,D,2016-17,25,792500,817049.62,0.011192460544407368
Frank Vatrano,FLA,F,2017-18,41,792500,816993.04,0.010893240571022034
Joel Edmundson,STL,D,2015-16,67,742500,816980.08,0.01144229806959629
Nikita Tryamkin,VAN,D,2016-17,66,925000,816793.58,0.011188953183591366
Vinni Lettieri,ANA,F,2021-22,31,750000,816761.84,0.010021617636084557
Drake Caggiula,EDM,F,2016-17,59,925000,816648.77,0.011186969466507435
Barclay Goodrow,S.J,F,2018-19,82,650000,816634.59,0.0102721331641078
Eric Gelinas,N.J,D,2013-14,60,660000,816601.67,0.012699870392680168
Sam Lafferty,PIT,F,2020-21,34,750000,816398.79,0.01001716312021017
Tyson Barrie,COL,D,2013-14,64,715000,816130.5,0.012692542746663094
Steven Santini,N.J,D,2016-17,38,925000,816115.42,0.011179663240909576
Ryan Murphy,CAR,D,2013-14,48,863333,815850.3,0.012688185088336468
Alex Pietrangelo,STL,D,2012-13,47,816667,815633.95,0.013593899086117744
Cody Ceci,OTT,D,2013-14,49,894167,815547.05,0.012683468870818615
Brad Malone,CAR,F,2014-15,65,650000,815509.61,0.011818979866802692
Radek Faksa,DAL,F,2015-16,45,863333,815507.78,0.01142167765647173
Mark Pysyk,BUF,D,2013-14,44,900000,815440.45,0.0126818111166358
Kevin Hayes,NYR,F,2015-16,79,900000,815334.69,0.011419253423810005
Sean Monahan,CGY,F,2013-14,75,925000,815267.45,0.012679120525717735
William Karlsson,CBJ,F,2015-16,81,830833,814945.62,0.01141380425542593
John Hayden,CHI,F,2017-18,47,925000,814939.34,0.01086585782468319
Anton Lindholm,COL,D,2017-18,47,717500,814857.54,0.010864767245948315
Madison Bowey,WSH,D,2017-18,51,703333,814788.46,0.01086384616792202
Adam Lowry,WPG,F,2015-16,74,828333,814742.41,0.011410958133637905
Brayden Schenn,PHI,F,2013-14,82,870000,814699.15,0.012670282274484634
Ryan Hartman,CHI,F,2016-17,76,863333,814634.33,0.011159374378621578
Frank Vatrano,BOS,F,2015-16,39,792500,814617.93,0.011409214697778225
Charlie Coyle,MIN,F,2013-14,70,900000,814474.94,0.012666795402765274
Curtis Lazar,OTT,F,2015-16,76,894167,814404.81,0.011406229808926582
Erik Haula,MIN,F,2014-15,72,900000,814303.36,0.011801498010754585
Michael Amadio,L.A,F,2019-20,68,700000,814285.36,0.009991231374442577
Nick Seeler,MIN,D,2017-18,22,717500,813835.93,0.010851145721971989
Pavel Buchnevich,NYR,F,2016-17,41,925000,813692.44,0.011146471835672855
Joonas Donskoi,S.J,F,2015-16,76,925000,813648.21,0.011395633220672607
Olli Maatta,PIT,D,2013-14,78,894167,813571.35,0.012652742676436901
Jacob Middleton,MIN,D,2021-22,66,725000,813548.49,0.00998219009488821
Tom Wilson,WSH,F,2015-16,82,894167,813490.48,0.01139342412352562
Alex Chiasson,DAL,F,2013-14,79,866667,813398.77,0.01265005860477686
Kevin Hayes,NYR,F,2014-15,79,900000,813396.25,0.011788351461291313
Anton Slepyshev,EDM,F,2017-18,50,925000,813372.83,0.010844971053302288
Brendan Gallagher,MTL,F,2013-14,81,685000,813199.41,0.012646958231925964
John Tavares,NYI,F,2010-11,79,900000,813158.75,0.013689541257917881
Chris Tierney,S.J,F,2016-17,79,711667,813111.91,0.011138519272208214
Nate Prosser,MIN,D,2016-17,39,625000,813094.91,0.01113828644156456
Nate Prosser,MIN,D,2016-17,39,625000,813094.91,0.01113828644156456
Oscar Lindberg,NYR,F,2016-17,65,650000,813066.7,0.011137899942696095
Nicholas Baptiste,BUF,F,2017-18,33,718333,813040,0.010840533301234245
Kevin Roy,ANA,F,2017-18,25,925000,812994.11,0.010839921422302723
Andre Burakovsky,WSH,F,2015-16,79,894167,812959.64,0.011385989375412464
Tyler Motte,VAN,F,2017-18,46,925000,812906.8,0.010838757269084454
Vladislav Namestnikov,T.B,F,2014-15,43,925000,812826.32,0.011780091561377048
Justin Faulk,CAR,D,2012-13,38,840000,812782.25,0.013546370901167393
Erik Gudbranson,FLA,D,2013-14,65,900000,812442.24,0.012635182589292526
Dennis Rasmussen,CHI,F,2016-17,68,575000,812189.81,0.011125887744128704
Jon Merrill,N.J,D,2015-16,47,840000,811924.36,0.011371489614248276
Patrik Nemeth,DAL,D,2015-16,38,900000,811901.55,0.011371170170605183
Cam Dineen,ARI,D,2021-22,34,750000,811856.7,0.009961431846022606
Brandon Saad,CHI,F,2013-14,78,764167,811373.19,0.01261855661869049
Riley Sheahan,DET,F,2013-14,42,785000,811334.63,0.012617956846952438
Viktor Arvidsson,NSH,F,2015-16,56,631667,811242.7,0.011361942626535892
Drew Doughty,L.A,D,2010-11,76,875000,811234.59,0.013657147996127605
Andrew Mangiapane,CGY,F,2019-20,68,715000,811110.65,0.00995227787643671
Mika Zibanejad,OTT,F,2013-14,69,894167,811001.61,0.012612777762115002
Anthony Bitetto,WPG,D,2019-20,51,700000,811001.35,0.009950936771929264
Kale Clague,MTL,D,2021-22,36,761250,810908.9,0.009949802421033382
Dominik Simon,PIT,F,2017-18,33,692500,810868.39,0.01081157848238945
Ivan Barbashev,STL,F,2017-18,53,741667,810647.94,0.010808639228343964
Adam Pelech,NYI,D,2016-17,44,854333,810621.29,0.01110440120100975
Maxim Mamin,FLA,F,2017-18,25,757500,810263.77,0.010803516954183578
Lucas Wallmark,CAR,F,2018-19,81,675000,810122.76,0.010190223343670368
Gustav Forsling,CHI,D,2016-17,38,872500,810062.03,0.011096740141510963
Taylor Raddysh,CHI,F,2021-22,74,758333,810007.17,0.00993873830884695
Nicolas Meloche,SJS,D,2021-22,50,750000,809785.08,0.009936013258993626
Andrew Shaw,CHI,F,2013-14,80,573333,809734.94,0.012593078427016735
Filip Chlapik,OTT,F,2017-18,20,728333,809724.05,0.010796320624649525
Rem Pitlick,MTL,F,2021-22,65,917831,809711.38,0.009935108944773674
Anthony Beauvillier,NYI,F,2016-17,66,894167,809646.09,0.011091042309999466
Anthony Beauvillier,NYI,F,2016-17,66,894167,809646.09,0.011091042309999466
Sonny Milano,ANA,F,2019-20,54,874125,809605.95,0.009933815337717533
Joseph Blandisi,N.J,F,2016-17,27,648333,809604.41,0.011090471409261227
Mark Giordano,CGY,D,2010-11,82,891667,809361.33,0.013625611551105976
Anthony Duclair,ARI,F,2016-17,56,772500,809359.66,0.011087118647992611
Paul LaDue,L.A,D,2016-17,22,925000,809320.77,0.011086585931479931
Alex Killorn,T.B,F,2013-14,82,875000,809300.24,0.012586317956447601
Nick Ritchie,ANA,F,2015-16,33,894167,808983.35,0.011330299079418182
Mattias Janmark,DAL,F,2015-16,73,733750,808962.27,0.01133000385016203
Kevin Labanc,S.J,F,2016-17,54,717500,808842.76,0.01108003780245781
Jake Walman,STL,D,2020-21,24,725000,808825.44,0.009924238547682762
Adam Larsson,N.J,D,2011-12,65,925000,808792.25,0.012578417547047138
Casey Fitzgerald,BUF,D,2021-22,36,750000,808745.36,0.009923256002366543
Adam Erne,T.B,F,2017-18,23,874167,808530.04,0.010780400596559048
Austin Czarnik,BOS,F,2016-17,49,817500,808303.01,0.011072644032537937
Chris Kreider,NYR,F,2013-14,66,800000,808257.36,0.012570098973810673
Evan Rodrigues,BUF,F,2016-17,30,842500,808250.87,0.011071929708123207
Mason Marchment,FLA,F,2020-21,33,700000,808147.02,0.009915914386510849
Phillip Danault,MTL,F,2015-16,51,863333,808125.95,0.01131829060614109
Kyle Connor,WPG,F,2016-17,20,925000,808058.47,0.011069294065237045
Danny O'Regan,BUF,F,2017-18,21,858750,807868.22,0.010771576315164566
Steven Stamkos,T.B,F,2010-11,82,875000,807739.16,0.013598302379250526
Joonas Donskoi,S.J,F,2016-17,60,925000,807614.99,0.011063219048082829
Chris Tierney,S.J,F,2015-16,79,711667,807437.91,0.011308654211461544
Cam Atkinson,CBJ,F,2011-12,27,775000,807436.65,0.012557335197925568
Phillip Di Giuseppe,CAR,F,2016-17,36,817500,807125.9,0.011056519113481045
Lawson Crouse,ARI,F,2016-17,70,894167,806943.56,0.011054021306335926
Lawson Crouse,ARI,F,2016-17,70,894167,806943.56,0.011054021306335926
Tucker Poolman,WPG,D,2017-18,24,925000,806785.77,0.01075714360922575
Barclay Goodrow,S.J,F,2014-15,60,626667,806777.92,0.01169243361800909
Andrew Copp,WPG,F,2016-17,64,925000,806469.55,0.011047528125345707
Kevin Stenlund,CBJ,F,2020-21,32,874125,806463.8,0.009895261377096176
Brayden Schenn,PHI,F,2011-12,54,870000,806391.32,0.01254107803106308
Tomas Tatar,DET,F,2013-14,73,630000,806178.25,0.012537764385342598
Adrian Kempe,L.A,F,2016-17,25,894167,806092.5,0.01104236301034689
Logan O'Connor,COL,F,2020-21,22,725000,806069.79,0.009890426881611347
William Carrier,VGK,F,2017-18,37,689167,806064.09,0.010747521184384823
Dylan Gambrell,S.J,F,2019-20,50,700000,805550.46,0.009884054772555828
Dylan Gambrell,S.J,F,2019-20,50,700000,805550.46,0.009884054772555828
Jimmy Vesey,NYR,F,2016-17,79,925000,805516.93,0.011034478433430195
Cedric Paquette,T.B,F,2015-16,56,633333,805403.19,0.011280156672000885
Michael Chaput,CBJ,F,2014-15,33,706667,805273.5,0.011670630425214767
Michael Amadio,L.A,F,2017-18,37,717500,805031.79,0.01073375716805458
Tom Wilson,WSH,F,2014-15,67,894167,804802.66,0.01166380662471056
Adam Erne,T.B,F,2016-17,26,874167,804773.36,0.011024292558431625
Jared McCann,FLA,F,2016-17,29,894167,804708.77,0.01102340780198574
Carson Soucy,MIN,D,2019-20,55,750000,804623.08,0.009872675873339176
Morgan Rielly,TOR,D,2013-14,73,894167,804520.84,0.012511988170444965
Jake Evans,MTL,F,2020-21,47,750000,804458.75,0.009870659559965134
Corey Schueneman,MTL,D,2021-22,24,750000,804368.05,0.009869546629488468
Chad Ruhwedel,BUF,D,2013-14,21,925000,804351.07,0.01250934787094593
Mike Reilly,MIN,D,2015-16,29,925000,804335.65,0.011265205219388008
Jarred Tinordi,BOS,D,2020-21,21,700000,804268.09,0.0098683200776577
Remi Elie,DAL,F,2017-18,71,728333,803803.35,0.010717377997934818
Logan Shaw,FLA,F,2015-16,53,674167,803777.55,0.01125738862901926
Micheal Ferland,CGY,F,2014-15,26,611667,803645.5,0.011647036299109459
Bryan Rust,PIT,F,2015-16,41,652500,803643.16,0.011255506426095963
Jon Merrill,N.J,D,2013-14,52,840000,803340.52,0.012493631802499294
Jakob Silfverberg,ANA,F,2013-14,52,863333,803275.91,0.012492626905441284
Evgeny Svechnikov,DET,F,2020-21,21,874125,803194.52,0.009855147451162338
Jesper Fast,NYR,F,2014-15,58,805000,803173.31,0.011640192940831184
Vladimir Tarasenko,STL,F,2013-14,64,900000,803158.96,0.01249080803245306
Ross Colton,T.B,F,2020-21,30,700000,803087.42,0.009853833355009556
Cody Goloubef,DET,D,2019-20,26,800000,802830.18,0.009850677102804184
Sam Steel,ANA,F,2021-22,68,874125,802663.88,0.009848636575043201
Craig Smith,NSH,F,2011-12,72,715000,802509.33,0.012480705045163631
Andreas Martinsen,MTL,F,2016-17,63,640000,802181.03,0.010988781228661537
Matt Nieto,S.J,F,2015-16,67,759167,802026.83,0.011232868768274784
Sean Couturier,PHI,F,2011-12,77,925000,801937.92,0.01247181836515665
Brock Nelson,NYI,F,2013-14,72,900000,801884.32,0.01247098483145237
Denis Malgin,FLA,F,2016-17,46,690000,801739.25,0.010982729494571686
Ben Harpur,NSH,D,2020-21,34,700000,801680.64,0.009836572222411633
Lars Eller,MTL,F,2011-12,79,845833,801291.35,0.012461762875318527
Josh Mahura,ANA,D,2021-22,38,750000,801245.79,0.00983123667538166
Andrew Shaw,CHI,F,2011-12,37,573333,801186.5,0.012460132129490376
Mikael Backlund,CGY,F,2011-12,41,845833,801172.84,0.012459919787943363
Jonathan Huberdeau,FLA,F,2013-14,69,894167,801108.89,0.012458925135433674
Rocco Grimaldi,FLA,F,2015-16,20,925000,801036.17,0.011218993924558163
Lias Andersson,LAK,F,2021-22,20,874125,800505.36,0.009822151623666286
Nick Schmaltz,CHI,F,2016-17,61,925000,800357.49,0.0109638012945652
Jaycob Megna,SJS,D,2021-22,44,750000,800229.98,0.009818772785365582
Nic Dowd,VAN,F,2017-18,56,640000,800196.97,0.010669292882084846
Tyler Bozak,TOR,F,2010-11,82,875000,800194.43,0.013471286743879318
Roman Josi,NSH,D,2011-12,52,875000,800186.49,0.012444579973816872
