player,team,position,season,games_played,cap_hit,projected_cap_hit,projected_percent_cap_hit
Conor Timmins,COL,D,2020-21,31,925000,878214.71,0.010775640606880188
Brett Howden,NYR,F,2020-21,42,863333,878065.79,0.010773813351988792
Christian Fischer,ARI,F,2018-19,71,821666,877985.58,0.011043843813240528
Max Jones,ANA,F,2018-19,30,863333,877866.97,0.011042351834475994
Jacob Larsson,ANA,D,2018-19,49,894166,877732.14,0.01104065589606762
Colby Cave,EDM,F,2018-19,53,675000,877702.97,0.01104028895497322
Jacob Peterson,DAL,F,2021-22,65,842500,877672.92,0.010768992826342583
Gustav Forsling,CHI,D,2018-19,43,872500,877592.87,0.011038904078304768
John Tavares,NYI,F,2011-12,82,900000,877339.12,0.013644465245306492
Lawson Crouse,ARI,F,2018-19,81,894167,877229.86,0.011034337803721428
Olli Juolevi,VAN,D,2020-21,23,863333,877197.31,0.010763157159090042
Jaccob Slavin,CAR,D,2017-18,82,742500,877001.04,0.011693347245454788
Christian Wolanin,OTT,D,2018-19,30,925000,876984.41,0.011031250469386578
Matt Roy,L.A,D,2018-19,25,833750,876888.46,0.011030043475329876
Connor McMichael,WSH,F,2021-22,68,863333,876779.84,0.010758034884929657
John Klingberg,DAL,D,2014-15,65,713333,876630.36,0.012704787775874138
Caleb Jones,EDM,D,2019-20,43,720000,876331.49,0.010752533562481403
Jakob Chychrun,ARI,D,2017-18,50,925000,876151.33,0.011682017706334591
Morgan Rielly,TOR,D,2014-15,81,894167,876130.79,0.012697547674179077
Brandon Montour,ANA,D,2017-18,80,925000,876090.84,0.011681211180984974
Alex Pietrangelo,STL,D,2011-12,81,816667,876080.89,0.013624897226691246
Johnny Gaudreau,CGY,F,2015-16,79,925000,876061.1,0.01226976327598095
Pierre Engvall,TOR,F,2019-20,48,925000,876052.31,0.010749108158051968
Marcus Pettersson,PIT,D,2018-19,84,794167,876042.7,0.011019404977560043
Jack Eichel,BUF,F,2015-16,81,925000,875995.73,0.012268847785890102
Parker Kelly,OTT,F,2021-22,41,726667,875677.28,0.010744506493210793
Cal Foote,T.B,D,2020-21,35,925000,875617.62,0.010743774473667145
Auston Matthews,TOR,F,2016-17,82,925000,875556.87,0.011993929743766785
Vincent Trocheck,FLA,F,2015-16,76,661667,875412.82,0.012260683812201023
Jasper Weatherby,SJS,F,2021-22,50,842500,875304.44,0.010739931836724281
Rasmus Kupari,LAK,F,2021-22,57,863333,875123.57,0.010737712495028973
Givani Smith,DET,F,2019-20,21,714166,875030.51,0.010736570693552494
Olli Maatta,PIT,D,2014-15,20,894167,874928.72,0.01268012635409832
Ian Mitchell,CHI,D,2020-21,39,925000,874820.79,0.010733997449278831
Seth Jones,CBJ,D,2015-16,81,925000,874752.18,0.012251431122422218
Philippe Myers,PHI,D,2018-19,21,678889,874685.24,0.011002330109477043
Erik Karlsson,OTT,D,2011-12,81,875000,874618.52,0.013602154329419136
Scott Reedy,SJS,F,2021-22,35,842500,874454.41,0.010729501955211163
Rasmus Ristolainen,BUF,D,2014-15,78,925000,874215.68,0.012669792398810387
Jordan Kyrou,STL,F,2019-20,28,758333,873831.63,0.010721860453486443
Lawrence Pilut,BUF,D,2018-19,33,925000,873700.07,0.01098993793129921
Mikael Granlund,MIN,F,2014-15,68,900000,873653.13,0.012661639600992203
Joey Anderson,N.J,F,2018-19,34,925000,873408.05,0.010986264795064926
Shayne Gostisbehere,PHI,D,2015-16,64,925000,873316.52,0.01223132386803627
Christian Fischer,ARI,F,2019-20,56,821666,873080.64,0.010712645947933197
Connor Carrick,TOR,D,2017-18,47,750000,872970.74,0.011639609932899475
Gustav Forsling,CHI,D,2017-18,41,872500,872842.92,0.011637905612587929
Seth Jones,NSH,D,2014-15,82,925000,872664.67,0.012647313997149467
Oliver Kylington,CGY,D,2019-20,48,730833,872628.57,0.010707098990678787
Hampus Lindholm,ANA,D,2015-16,80,894167,872464.64,0.012219392694532871
Mika Zibanejad,OTT,F,2014-15,80,894167,872389.56,0.012643327005207539
Mark Scheifele,WPG,F,2014-15,82,863333,872322.8,0.012642359361052513
Michael Rasmussen,DET,F,2018-19,62,894166,872167.21,0.010970656760036945
Mathew Barzal,NYI,F,2017-18,82,863333,872035.18,0.011627135798335075
Ryan Pulock,NYI,D,2017-18,68,863333,871967.08,0.011626227758824825
Nicolas Deslauriers,ANA,F,2019-20,59,950000,871940.36,0.010698654688894749
Mathieu Joseph,T.B,F,2019-20,37,728333,871856.64,0.010697627440094948
Juuso Riikola,PIT,D,2018-19,37,925000,871807.3,0.01096612960100174
Dominik Kahun,CHI,F,2018-19,82,925000,871719.86,0.010965029709041119
Morgan Geekie,CAR,F,2020-21,36,763333,871597.96,0.010694453492760658
Ivan Provorov,PHI,D,2016-17,82,894167,871446.88,0.011937628500163555
Steven Santini,N.J,D,2017-18,36,925000,871359.6,0.011618128046393394
Brady Skjei,NYR,D,2017-18,82,925000,871303.58,0.011617381125688553
Ryan Poehling,MTL,F,2019-20,27,925000,871176.09,0.010689277201890945
Danton Heinen,BOS,F,2018-19,77,872500,870934.74,0.010955153964459896
Devante Smith-Pelly,WSH,F,2018-19,54,1000000,870910.31,0.010954846628010273
Connor Clifton,BOS,D,2019-20,31,725000,870685.46,0.010683257132768631
Drew O'Connor,PIT,F,2021-22,22,925000,870676.65,0.010683149099349976
Troy Terry,ANA,F,2018-19,32,925000,870624.96,0.010951257310807705
Joel Kiviranta,DAL,F,2020-21,26,925000,870589.74,0.01068208273500204
Nikolai Prokhorkin,L.A,F,2019-20,43,925000,870472.09,0.010680639185011387
Jesper Boqvist,N.J,F,2020-21,24,925000,870468.6,0.010680596344172955
Drake Batherson,OTT,F,2018-19,20,736666,870340.42,0.010947678238153458
Thomas Novak,NSH,F,2021-22,27,817500,870337.29,0.01067898515611887
Alec Martinez,L.A,D,2012-13,27,737500,870230.81,0.014503846876323223
David Pastrnak,BOS,F,2016-17,75,925000,870182.67,0.01192031055688858
Tage Thompson,BUF,F,2018-19,65,925000,870179.9,0.010945659130811691
Noah Gregor,S.J,F,2019-20,28,768333,870178.58,0.010677037760615349
Dmitrij Jaskin,STL,F,2016-17,51,1000000,870103.94,0.011919232085347176
Brendan Gallagher,MTL,F,2014-15,82,685000,869856.77,0.012606619857251644
Nico Hischier,N.J,F,2017-18,82,925000,869839.27,0.011597856879234314
Reese Johnson,CHI,F,2021-22,31,880833,869798.61,0.010672375559806824
Elias Lindholm,CAR,F,2014-15,81,925000,869753.5,0.012605123221874237
Connor Dewar,MIN,F,2021-22,35,825833,869545.62,0.01066927146166563
Mason Appleton,WPG,F,2019-20,46,741667,869477.99,0.010668441653251648
Alexander Barabanov,S.J,F,2020-21,22,925000,869226.3,0.010665353387594223
Jacob Trouba,WPG,D,2015-16,81,894167,868906.15,0.012169553898274899
Trent Frederic,BOS,F,2020-21,42,925000,868686.86,0.01065873447805643
Artturi Lehkonen,MTL,F,2017-18,66,839166,868592.11,0.011581228114664555
Sam Reinhart,BUF,F,2017-18,82,894167,868489.57,0.011579860933125019
Brock Nelson,NYI,F,2014-15,82,900000,868480.74,0.012586677446961403
Richard Panik,CHI,F,2015-16,30,975000,868374.84,0.01216211263090372
Noah Juulsen,MTL,D,2017-18,23,863333,868370.13,0.011578268371522427
Mitchell Marner,TOR,F,2017-18,82,894167,868105.82,0.011574744246900082
Bo Horvat,VAN,F,2016-17,81,894167,868068.29,0.011891346424818039
Oskar Steen,BOS,F,2021-22,20,809167,867955.46,0.010649760253727436
Morgan Barron,WPG,F,2021-22,27,925000,867846.39,0.010648421943187714
Johnny Gaudreau,CGY,F,2014-15,80,925000,867804.72,0.012576879933476448
Cody Ceci,OTT,D,2014-15,81,894167,867727.6,0.01257576234638691
Nicolas Deslauriers,BUF,F,2014-15,82,637500,867710.12,0.012575509026646614
Dean Kukan,CBJ,D,2018-19,25,725000,867553.77,0.010912626050412655
Bo Horvat,VAN,F,2015-16,82,894167,867529.27,0.01215026993304491
Noah Hanifin,CAR,D,2017-18,79,925000,867343.27,0.011564576998353004
William Nylander,TOR,F,2017-18,82,894167,867328.82,0.011564384214580059
Jordan Greenway,MIN,F,2018-19,81,916666,867305.07,0.010909497737884521
Adam Ruzicka,CGY,F,2021-22,28,801666,867270.06,0.010641350410878658
Leon Draisaitl,EDM,F,2016-17,81,925000,867262.17,0.011880303733050823
Jake Leschyshyn,VGK,F,2021-22,41,778333,867170.55,0.010640129446983337
Brandon Saad,CHI,F,2014-15,82,764167,867120.78,0.012566967867314816
Nikita Kucherov,T.B,F,2015-16,77,711667,866845.89,0.012140698730945587
Oscar Klefbom,EDM,D,2014-15,60,894167,866134.57,0.012552674859762192
Joel Kellman,S.J,F,2019-20,31,925000,866072.69,0.010626658797264099
Denis Malgin,FLA,F,2018-19,50,690000,865802.43,0.0108905965462327
Aleksander Barkov,FLA,F,2014-15,71,925000,865694.38,0.012546295300126076
Ryan Johansen,CBJ,F,2013-14,82,870000,865656.52,0.013462776318192482
Tyler Motte,VAN,F,2018-19,74,925000,865650.57,0.010888686403632164
Ryan Murray,CBJ,D,2015-16,82,894167,865609.99,0.012123389169573784
Sean Walker,L.A,D,2018-19,39,745000,865461.17,0.010886304080486298
Pierre-Luc Dubois,CBJ,F,2017-18,82,894166,865441.77,0.011539223603904247
Julius Honka,DAL,D,2018-19,29,863333,865426.67,0.010885870084166527
Oscar Klefbom,EDM,D,2015-16,30,894167,865316.67,0.012119281105697155
Elias Lindholm,CAR,F,2015-16,82,925000,865276.97,0.01211872510612011
Warren Foegele,CAR,F,2018-19,77,746667,865269.85,0.010883897542953491
Kyle Connor,WPG,F,2017-18,76,925000,865213.29,0.01153617724776268
Nikolaj Ehlers,WPG,F,2017-18,82,894167,864995.01,0.011533266864717007
Julien Gauthier,NYR,F,2020-21,30,863333,864873.66,0.010611946694552898
Mark Scheifele,WPG,F,2015-16,71,863333,864863.36,0.012112932279706001
Patrik Laine,WPG,F,2016-17,73,925000,864819.55,0.011846843175590038
Nick Schmaltz,ARI,F,2021-22,63,5850000,864482.98,0.010607153177261353
Mark Stone,OTT,F,2014-15,80,603333,864054.49,0.012522528879344463
Anthony Mantha,DET,F,2017-18,79,863333,863770.42,0.011516938917338848
Logan Shaw,MTL,F,2017-18,67,650000,863449.04,0.011512653902173042
Yakov Trenin,NSH,F,2019-20,21,730833,863364.1,0.010593424551188946
Ryan Strome,NYI,F,2014-15,81,863333,862912.12,0.012505972757935524
Christian Jaros,OTT,D,2018-19,61,755000,862755.6,0.010852271690964699
Christoffer Ehn,DET,F,2019-20,54,759167,862176.3,0.010578850284218788
J.T. Compher,COL,F,2017-18,69,925000,861896.92,0.011491958983242512
Mathieu Joseph,T.B,F,2018-19,70,728333,861661.43,0.010838508605957031
Brendan Lemieux,L.A,F,2020-21,49,1550000,861273.05,0.010567767545580864
Jansen Harkins,WPG,F,2019-20,29,767500,861246.79,0.010567445307970047
Seth Griffith,BUF,F,2017-18,21,650000,860662.41,0.011475498788058758
Brett Pesce,CAR,D,2017-18,65,809167,860265.67,0.011470208875834942
Colton Parayko,STL,D,2016-17,81,858750,859979.73,0.011780544184148312
Max Domi,ARI,F,2017-18,82,863333,859773.79,0.0114636505022645
Shayne Gostisbehere,PHI,D,2016-17,76,925000,859708.32,0.011776826344430447
Nick Schmaltz,CHI,F,2017-18,78,925000,859544.75,0.011460596695542336
William Nylander,TOR,F,2015-16,22,894167,859363.91,0.012035909108817577
Mathieu Olivier,NSH,F,2020-21,30,730000,859185.58,0.010542154312133789
Jonathan Huberdeau,FLA,F,2014-15,79,894167,859095.9,0.01245066523551941
Alex DeBrincat,CHI,F,2017-18,82,778333,858984.07,0.011453120969235897
Brandon Davidson,NYI,D,2017-18,51,1425000,858981.63,0.011453088372945786
Alex Tuch,VGK,F,2017-18,78,925000,858721.16,0.011449615471065044
Alex Galchenyuk,MTL,F,2014-15,80,925000,858594.21,0.012443394400179386
Brendan Perlini,CHI,F,2018-19,68,863333,858107.43,0.010793804191052914
Jake Guentzel,PIT,F,2017-18,82,734167,858044.39,0.011440591886639595
Leon Draisaitl,EDM,F,2015-16,72,925000,857891.68,0.01201528962701559
Victor Rask,CAR,F,2015-16,80,680833,857492.37,0.012009697034955025
Casey Cizikas,NYI,F,2015-16,80,1000000,857272.27,0.012006614357233047
Vince Dunn,STL,D,2017-18,75,722500,857257.82,0.01143010426312685
Sam Lafferty,PIT,F,2019-20,50,767500,857073.35,0.01051623746752739
Timo Meier,S.J,F,2017-18,81,894167,857049.67,0.011427328921854496
Nolan Patrick,PHI,F,2017-18,73,925000,857030.32,0.011427070945501328
Tyler Toffoli,L.A,F,2014-15,76,716667,856957.74,0.012419677339494228
Brandon Carlo,BOS,D,2017-18,76,789167,856800.24,0.011424003168940544
Jonas Siegenthaler,WSH,D,2018-19,26,714166,856528.23,0.01077394001185894
Adam Gaudette,VAN,F,2018-19,56,916667,856469.89,0.010773206129670143
Dylan Larkin,DET,F,2015-16,80,925000,856102.39,0.011990229599177837
Boone Jenner,CBJ,F,2015-16,82,778333,856037.63,0.011989322490990162
Matthew Highmore,CHI,F,2019-20,36,775833,856036.67,0.010503517463803291
Brett Leason,WSH,F,2021-22,36,842500,855966.99,0.010502662509679794
Matt Luff,L.A,F,2018-19,33,677777,855867.94,0.01076563447713852
Justin Faulk,CAR,D,2013-14,76,840000,855712.53,0.013308126479387283
Connor Bunnaman,PHI,F,2019-20,21,736666,855537.61,0.010497394017875195
Filip Chlapik,OTT,F,2019-20,31,728333,855434.69,0.010496131144464016
Alan Quine,NYI,F,2017-18,21,612500,855418.76,0.0114055834710598
J.C. Beaudin,OTT,F,2019-20,22,765000,855227.78,0.010493592359125614
Logan Couture,S.J,F,2011-12,80,816667,855164.59,0.013299604877829552
Kevin Fiala,NSH,F,2017-18,80,863333,855094.94,0.011401265859603882
Dmytro Timashov,DET,F,2019-20,44,694444,855051.91,0.01049143448472023
Darnell Nurse,EDM,D,2015-16,69,863333,855026.81,0.011975165456533432
Colton Parayko,STL,D,2015-16,79,858750,854985.79,0.011974590830504894
Lias Andersson,NYR,F,2018-19,42,894166,854961.99,0.010754238814115524
Klim Kostin,STL,F,2021-22,40,863333,854956.27,0.010490261018276215
Jaccob Slavin,CAR,D,2016-17,82,742500,854951.24,0.011711660772562027
Ryan Murphy,CAR,D,2014-15,37,863333,854701.14,0.012386973015964031
Brett Ritchie,DAL,F,2014-15,31,814167,854500.32,0.012384062632918358
Denis Gurianov,DAL,F,2018-19,21,894166,854416.01,0.01074737124145031
Micheal Haley,FLA,F,2017-18,74,825000,854313.19,0.011390842497348785
Vladislav Kamenev,COL,F,2018-19,23,833333,854234.47,0.010745087638497353
Ivan Barbashev,STL,F,2018-19,80,741667,854194.71,0.010744587518274784
Jesper Bratt,N.J,F,2017-18,74,749167,854137.24,0.011388496495783329
Artemi Panarin,CHI,F,2015-16,80,812500,853801.08,0.011957998387515545
Rhett Gardner,DAL,F,2020-21,28,925000,853392.68,0.010471075773239136
Jon Merrill,N.J,D,2014-15,66,840000,853237.33,0.012365758419036865
Nikita Kucherov,T.B,F,2014-15,82,711667,852990.89,0.012362186796963215
Jordin Tootoo,CHI,F,2016-17,50,750000,852972.9,0.011684560216963291
Anders Bjork,BOS,F,2018-19,20,925000,852883.9,0.010728099383413792
Jonah Gadjovich,SJS,F,2021-22,43,783333,852868.26,0.010464641265571117
Thomas Chabot,OTT,D,2017-18,63,863333,852837.69,0.011371169239282608
Robert Bortuzzo,PIT,D,2013-14,54,600000,852622.82,0.013260074891149998
Samuel Girard,COL,D,2017-18,72,728333,852543.21,0.01136724278330803
Travis Konecny,PHI,F,2017-18,81,894167,852533.43,0.011367112398147583
Mikhail Sergachev,T.B,D,2017-18,79,894166,852446.19,0.011365949176251888
Dryden Hunt,FLA,F,2018-19,31,809167,852318.09,0.01072098221629858
Connor Murphy,ARI,D,2015-16,78,863333,852190.74,0.011935444548726082
Jacob Trouba,WPG,D,2013-14,65,894167,851693.59,0.01324562355875969
Jonathan Drouin,T.B,F,2016-17,73,894167,851609.22,0.011665879748761654
Alexandre Fortin,CHI,F,2018-19,24,706666,851596.94,0.010711911134421825
Artemi Panarin,CHI,F,2016-17,82,812500,851413.08,0.011663192883133888
Kristian Vesalainen,WPG,F,2021-22,53,894167,851381.63,0.010446400381624699
John Gilmour,NYR,D,2017-18,28,742500,851374.98,0.011351666413247585
Sebastian Aho,CAR,F,2016-17,82,925000,851198.72,0.011660256423056126
Andrew Mangiapane,CGY,F,2018-19,44,705000,851094.42,0.01070559024810791
Kyle Clifford,L.A,F,2014-15,80,1075000,850984.2,0.012333104386925697
Mike Hardman,CHI,F,2021-22,21,912500,850845.3,0.010439819656312466
Pavel Zacha,N.J,F,2017-18,69,894167,850675.3,0.011342337355017662
Jakob Forsbacka Karlsson,BOS,F,2018-19,28,916667,850633.82,0.010699796490371227
Christian Fischer,ARI,F,2017-18,79,821666,850564.8,0.01134086400270462
Haydn Fleury,CAR,D,2018-19,20,863333,850270.51,0.010695226490497589
Jay Beagle,WSH,F,2011-12,41,512500,850210.21,0.01322255376726389
Sami Niku,WPG,D,2018-19,30,775000,850192.25,0.01069424208253622
Michael Dal Colle,NYI,F,2018-19,28,863333,850084.96,0.010692892596125603
Jake DeBrusk,BOS,F,2017-18,70,863333,850032.83,0.011333771049976349
Justin Faulk,CAR,D,2011-12,66,840000,849779.28,0.013215851970016956
Tomas Hertl,S.J,F,2015-16,81,925000,849555.35,0.011898534372448921
Nikolaj Ehlers,WPG,F,2016-17,82,894167,849411.9,0.011635779403150082
Nikita Zaitsev,TOR,D,2016-17,82,925000,849088.01,0.011631342582404613
Alexander Wennberg,CBJ,F,2016-17,80,925000,849082.37,0.01163126528263092
Kevin Labanc,S.J,F,2017-18,77,717500,849007.79,0.011320103891193867
Egor Yakovlev,N.J,D,2018-19,25,925000,848980.65,0.010679001919925213
Troy Stecher,VAN,D,2017-18,68,925000,848977.06,0.011319694109261036
Ben Hutton,VAN,D,2015-16,75,896250,848955.56,0.01189013384282589
Kevin Shattenkirk,STL,D,2011-12,81,875000,848954.98,0.013203032314777374
Tyson Jost,COL,F,2017-18,64,885833,848807.18,0.011317429132759571
Sam Reinhart,BUF,F,2015-16,79,894167,848739.24,0.011887104250490665
Jaccob Slavin,CAR,D,2015-16,63,742500,848713.91,0.011886749416589737
Juho Lammikko,FLA,F,2018-19,40,717500,848608.08,0.010674315504729748
Jon Merrill,VGK,D,2017-18,34,1137500,848594.84,0.01131459791213274
Viktor Arvidsson,NSH,F,2016-17,80,631667,848550.37,0.011623977683484554
Esa Lindell,DAL,D,2016-17,73,745833,848510.67,0.011623433791100979
Jeff Skinner,CAR,F,2011-12,64,900000,847951.5,0.013187426142394543
Kiefer Sherwood,ANA,F,2018-19,50,925000,847945.42,0.01066598016768694
Vinni Lettieri,NYR,F,2018-19,27,925000,847481.04,0.010660138912498951
Olli Maatta,PIT,D,2015-16,67,894167,847072.78,0.011863764375448227
Gabriel Landeskog,COL,F,2011-12,82,925000,846655.31,0.01316726766526699
Alexander Wennberg,CBJ,F,2014-15,68,925000,846653.51,0.012270340695977211
Michael Amadio,L.A,F,2018-19,43,717500,846455.14,0.010647234506905079
Cody Ceci,OTT,D,2015-16,75,894167,846409.54,0.011854475364089012
Pavel Buchnevich,NYR,F,2017-18,74,925000,846400.11,0.011285334825515747
Sam Reinhart,BUF,F,2016-17,79,894167,846334.76,0.01159362681210041
Michael Del Zotto,NYR,D,2011-12,77,875000,846324.03,0.013162115588784218
Devin Shore,DAL,F,2017-18,81,870000,846244,0.011283253319561481
Jack Roslovic,WPG,F,2018-19,77,894166,845885.4,0.010640067979693413
Antti Suomela,S.J,F,2018-19,27,925000,845856.16,0.01063970010727644
Vincent Trocheck,FLA,F,2013-14,20,661667,845548.77,0.013150058686733246
Brandon Carlo,BOS,D,2016-17,82,789167,845515.59,0.011582405306398869
Brendan Perlini,ARI,F,2017-18,74,863333,845502.34,0.011273364536464214
Jan Rutta,CHI,D,2017-18,57,925000,845479.71,0.011273062787950039
Igor Ozhiganov,TOR,D,2018-19,53,925000,845396.07,0.010633912868797779
Justin Schultz,EDM,D,2013-14,76,925000,845391.76,0.013147616758942604
Rickard Rakell,ANA,F,2015-16,72,894167,845171.51,0.011837136000394821
Danton Heinen,BOS,F,2017-18,77,872500,845153.44,0.01126871258020401
Ondrej Kase,ANA,F,2017-18,66,670000,844956.61,0.011266088113188744
Mitchell Marner,TOR,F,2016-17,77,894167,844745.5,0.011571856215596199
Nikolaj Ehlers,WPG,F,2015-16,72,894167,844604.23,0.011829190887510777
Ilya Lyubushkin,ARI,D,2018-19,41,925000,844519.59,0.010622887872159481
David Pastrnak,BOS,F,2014-15,46,925000,844410.21,0.01223782915621996
Max Domi,ARI,F,2015-16,81,863333,844390.78,0.01182620134204626
Anthony Beauvillier,NYI,F,2017-18,71,894167,844382.52,0.011258433572947979
Nikita Zadorov,BUF,D,2014-15,60,894167,844361.57,0.012237124145030975
Matt Dumba,MIN,D,2015-16,81,894167,844264.17,0.011824428103864193
Austin Wagner,L.A,F,2018-19,62,759167,844240.68,0.010619379580020905
Oliver Kylington,CGY,D,2018-19,38,730833,844125.99,0.010617936961352825
Damon Severson,N.J,D,2016-17,80,605833,844017.3,0.011561880819499493
Dylan Sikura,CHI,F,2018-19,33,925000,844010.04,0.010616478510200977
Vincent Trocheck,FLA,F,2014-15,50,661667,843710.28,0.012227685190737247
Brett Pesce,CAR,D,2016-17,82,809167,843451.24,0.011554126627743244
David Gustafsson,WPG,F,2019-20,22,817500,843397.95,0.010348441079258919
Cam Fowler,ANA,D,2011-12,82,900000,843092.63,0.013111860491335392
Noah Hanifin,CAR,D,2015-16,79,925000,843019.09,0.011806990019977093
Troy Stecher,VAN,D,2016-17,71,925000,842862.34,0.011546059511601925
Jakob Lilja,CBJ,F,2019-20,37,842500,842655.47,0.01033933088183403
Matt Nieto,S.J,F,2014-15,72,759167,842590.27,0.012211453169584274
Christoffer Ehn,DET,F,2018-19,60,759167,842566.7,0.010598323307931423
Dylan Larkin,DET,F,2016-17,80,925000,842483.25,0.011540866456925869
Taylor Hall,EDM,F,2011-12,61,900000,842345.94,0.013100247830152512
Sean Couturier,PHI,F,2013-14,82,925000,842328.15,0.01309997122734785
Tyler Johnson,T.B,F,2013-14,82,756667,842275.81,0.013099157251417637
Dmitrij Jaskin,WSH,F,2018-19,37,1100000,841809.27,0.010588795877993107
Oliver Bjorkstrand,CBJ,F,2017-18,82,655833,841754.44,0.011223392561078072
Jamie Benn,DAL,F,2011-12,71,630000,841705.48,0.013090287335216999
William Nylander,TOR,F,2016-17,81,894167,841409,0.01152615062892437
Evander Kane,WPG,F,2011-12,74,900000,841277.72,0.01308363489806652
Ben Hutton,VAN,D,2016-17,71,896250,841112.64,0.011522090993821621
Cody McLeod,NSH,F,2016-17,59,1333333,841049.28,0.01152122300118208
Ryan Lomberg,FLA,F,2020-21,34,725000,840869.02,0.01031741127371788
Tyler Bertuzzi,DET,F,2017-18,47,661667,840620.16,0.01120826881378889
Josh Manson,ANA,D,2014-15,28,925000,840490.98,0.012181028723716736
Ilya Kovalchuk,WSH,F,2019-20,46,700000,840277.89,0.010310158133506775
Brayden Point,T.B,F,2016-17,68,686667,840235.07,0.011510069482028484
Will Butcher,N.J,D,2017-18,81,925000,839967.91,0.011199572123587132
Tyler Myers,BUF,D,2011-12,55,875000,839821.46,0.013060986995697021
Denis Malgin,FLA,F,2017-18,50,690000,839635.57,0.011195140890777111
Brendan Lemieux,NYR,F,2018-19,63,839167,839465.16,0.01055931020528078
Clark Bishop,CAR,F,2018-19,20,695000,839381.57,0.01055825874209404
Shea Theodore,ANA,D,2016-17,34,863333,839234.99,0.01149636972695589
Matt Martin,NYI,F,2012-13,48,1000000,839138.76,0.013985645957291126
Oskar Lindblom,PHI,F,2017-18,23,925000,839111.7,0.011188155971467495
Casey Mittelstadt,BUF,F,2020-21,41,874125,839060.03,0.01029521506279707
Travis Dermott,TOR,D,2017-18,37,863333,838929.6,0.011185728013515472
Matt Dumba,MIN,D,2014-15,58,894167,838866.71,0.012157488614320755
Mark Jankowski,CGY,F,2017-18,72,925000,838850.32,0.011184670962393284
Haydn Fleury,CAR,D,2017-18,67,863333,838845.22,0.011184602975845337
Dylan Strome,ARI,F,2017-18,21,863333,838676.19,0.011182349175214767
Brett Seney,N.J,F,2018-19,51,757500,838669.16,0.01054929755628109
Cedric Paquette,T.B,F,2014-15,64,633333,838632.74,0.01215409766882658
Jared McCann,FLA,F,2017-18,67,894167,838507.5,0.011180100031197071
Sheldon Dries,COL,F,2018-19,40,925000,838437.63,0.010546385310590267
Tomas Hertl,S.J,F,2014-15,82,925000,838285.86,0.012149070389568806
Charlie Coyle,MIN,F,2014-15,82,900000,838178.99,0.01214752160012722
Cody McLeod,NSH,F,2018-19,38,750000,838058.32,0.010541614145040512
Jayce Hawryluk,FLA,F,2018-19,42,925000,837840.72,0.010538876987993717
Victor Hedman,T.B,D,2011-12,61,900000,837540.78,0.013025517575442791
Sam Bennett,CGY,F,2015-16,77,925000,837482.86,0.011729451827704906
Gabriel Landeskog,COL,F,2013-14,81,925000,837425.44,0.013023723848164082
John Carlson,WSH,D,2011-12,82,845833,837380.35,0.013023022562265396
Nick Bjugstad,FLA,F,2013-14,76,900000,837092.85,0.013018551282584667
Damon Severson,N.J,D,2015-16,72,605833,836938.79,0.011721831746399403
Derek Stepan,NYR,F,2011-12,82,820833,836674.74,0.013012048788368702
Jimmy Vesey,NYR,F,2017-18,79,925000,836659.92,0.011155465617775917
Alexandre Carrier,NSH,D,2021-22,77,733333,836422.63,0.010262854397296906
Iiro Pakarinen,EDM,F,2017-18,40,725000,836369.63,0.011151595041155815
Travis Hamonic,NYI,D,2011-12,73,875000,836080.87,0.01300281286239624
Matt Grzelcyk,BOS,D,2017-18,61,858750,835839.96,0.011144532822072506
Dmitry Kulikov,FLA,D,2011-12,58,900000,835780.73,0.012998145073652267
Miles Wood,N.J,F,2017-18,76,925000,835635.37,0.011141804978251457
Vinnie Hinostroza,CHI,F,2017-18,50,717500,835509.99,0.011140133254230022
Alexander Wennberg,CBJ,F,2015-16,69,925000,835489.3,0.011701530776917934
Nikita Zadorov,COL,D,2016-17,55,894167,835355.27,0.011443222872912884
Josh Manson,ANA,D,2015-16,71,925000,835341.41,0.01169945951551199
Max Domi,ARI,F,2016-17,57,863333,835338.75,0.011442996561527252
Nick Ritchie,ANA,F,2017-18,76,894167,835288.08,0.011137174442410469
Alexander Kerfoot,COL,F,2017-18,78,925000,835225.01,0.011136333458125591
Adrian Kempe,L.A,F,2017-18,81,894167,835069.46,0.011134259402751923
Adam Lowry,WPG,F,2014-15,80,828333,835051.52,0.012102195993065834
Victor Mete,MTL,D,2017-18,49,748333,834919.98,0.011132266372442245
Gustav Forsling,FLA,D,2020-21,43,700000,834815.47,0.010243134573101997
Trevor Moore,TOR,F,2018-19,25,925000,834766.57,0.010500208474695683
Patrik Nemeth,DAL,D,2016-17,40,900000,834750.87,0.011434943415224552
Nikita Scherbak,MTL,F,2017-18,26,863333,834610.9,0.011128145270049572
Connor Murphy,ARI,D,2014-15,73,863333,834227.24,0.012090249918401241
Mikael Granlund,MIN,F,2013-14,63,900000,834179.85,0.012973248027265072
Alex Iafallo,L.A,F,2017-18,75,925000,834178.81,0.011122384108603
Brett Pesce,CAR,D,2015-16,69,809167,833740.71,0.011677040718495846
Jonas Brodin,MIN,D,2013-14,79,925000,833706.4,0.012965884990990162
Travis Sanheim,PHI,D,2017-18,49,863333,833496.17,0.011113282293081284
Sebastian Aho,NYI,D,2017-18,22,770000,833440.78,0.011112543754279613
Aleksander Barkov,FLA,F,2013-14,54,925000,833338.18,0.012960158288478851
